Size, Type, Time
100, "Sequential", 0.000008
100, "Parallel", 0.005778
100, "Built-in", 0.000042
100, "Sequential", 0.000009
100, "Parallel", 0.005228
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.006023
100, "Built-in", 0.000012
100, "Sequential", 0.000010
100, "Parallel", 0.005624
100, "Built-in", 0.000012
100, "Sequential", 0.000009
100, "Parallel", 0.004653
100, "Built-in", 0.000014
100, "Sequential", 0.000009
100, "Parallel", 0.005602
100, "Built-in", 0.000010
100, "Sequential", 0.000009
100, "Parallel", 0.004375
100, "Built-in", 0.000010
100, "Sequential", 0.000009
100, "Parallel", 0.005530
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.006620
100, "Built-in", 0.000014
100, "Sequential", 0.000011
100, "Parallel", 0.006766
100, "Built-in", 0.000012
100, "Sequential", 0.000008
100, "Parallel", 0.009395
100, "Built-in", 0.000014
100, "Sequential", 0.000009
100, "Parallel", 0.006016
100, "Built-in", 0.000012
100, "Sequential", 0.000008
100, "Parallel", 0.004455
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.004848
100, "Built-in", 0.000014
100, "Sequential", 0.000009
100, "Parallel", 0.004956
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.004213
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.006554
100, "Built-in", 0.000012
100, "Sequential", 0.000008
100, "Parallel", 0.004912
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.005890
100, "Built-in", 0.000011
100, "Sequential", 0.000010
100, "Parallel", 0.005691
100, "Built-in", 0.000011
100, "Sequential", 0.000008
100, "Parallel", 0.005177
100, "Built-in", 0.000011
100, "Sequential", 0.000010
100, "Parallel", 0.005692
100, "Built-in", 0.000011
1000, "Sequential", 0.000111
1000, "Parallel", 0.014617
1000, "Built-in", 0.000256
1000, "Sequential", 0.000112
1000, "Parallel", 0.014037
1000, "Built-in", 0.000205
1000, "Sequential", 0.000119
1000, "Parallel", 0.014792
1000, "Built-in", 0.000190
1000, "Sequential", 0.000175
1000, "Parallel", 0.016141
1000, "Built-in", 0.000211
1000, "Sequential", 0.000133
1000, "Parallel", 0.017562
1000, "Built-in", 0.000210
1000, "Sequential", 0.000116
1000, "Parallel", 0.014257
1000, "Built-in", 0.000233
1000, "Sequential", 0.000150
1000, "Parallel", 0.015161
1000, "Built-in", 0.000235
1000, "Sequential", 0.000116
1000, "Parallel", 0.014097
1000, "Built-in", 0.000227
1000, "Sequential", 0.000112
1000, "Parallel", 0.023370
1000, "Built-in", 0.000238
1000, "Sequential", 0.000407
1000, "Parallel", 0.018068
1000, "Built-in", 0.000235
1000, "Sequential", 0.000115
1000, "Parallel", 0.015537
1000, "Built-in", 0.000292
1000, "Sequential", 0.000116
1000, "Parallel", 0.041511
1000, "Built-in", 0.000179
1000, "Sequential", 0.000159
1000, "Parallel", 0.036507
1000, "Built-in", 0.000190
1000, "Sequential", 0.000114
1000, "Parallel", 0.017729
1000, "Built-in", 0.000213
1000, "Sequential", 0.000132
1000, "Parallel", 0.016794
1000, "Built-in", 0.000232
1000, "Sequential", 0.000142
1000, "Parallel", 0.017327
1000, "Built-in", 0.000188
1000, "Sequential", 0.000311
1000, "Parallel", 0.022920
1000, "Built-in", 0.000190
1000, "Sequential", 0.000120
1000, "Parallel", 0.013411
1000, "Built-in", 0.000184
1000, "Sequential", 0.000118
1000, "Parallel", 0.017712
1000, "Built-in", 0.000204
1000, "Sequential", 0.000135
1000, "Parallel", 0.020928
1000, "Built-in", 0.000229
1000, "Sequential", 0.000127
1000, "Parallel", 0.054711
1000, "Built-in", 0.000284
1000, "Sequential", 0.000134
1000, "Parallel", 0.034976
1000, "Built-in", 0.000267
1000, "Sequential", 0.000142
1000, "Parallel", 0.025582
1000, "Built-in", 0.000272
1000, "Sequential", 0.000133
1000, "Parallel", 0.018548
1000, "Built-in", 0.000190
1000, "Sequential", 0.000133
1000, "Parallel", 0.018373
1000, "Built-in", 0.000201
1000, "Sequential", 0.000115
1000, "Parallel", 0.018620
1000, "Built-in", 0.000241
1000, "Sequential", 0.000116
1000, "Parallel", 0.019869
1000, "Built-in", 0.000187
1000, "Sequential", 0.000114
1000, "Parallel", 0.017856
1000, "Built-in", 0.000289
1000, "Sequential", 0.000150
1000, "Parallel", 0.017877
1000, "Built-in", 0.000183
1000, "Sequential", 0.000117
1000, "Parallel", 0.023475
1000, "Built-in", 0.000239
1000, "Sequential", 0.000147
1000, "Parallel", 0.017574
1000, "Built-in", 0.000188
1000, "Sequential", 0.000115
1000, "Parallel", 0.025563
1000, "Built-in", 0.000265
1000, "Sequential", 0.000123
1000, "Parallel", 0.022537
1000, "Built-in", 0.000272
1000, "Sequential", 0.000130
1000, "Parallel", 0.020763
1000, "Built-in", 0.000230
1000, "Sequential", 0.000139
1000, "Parallel", 0.020777
1000, "Built-in", 0.000186
1000, "Sequential", 0.000174
1000, "Parallel", 0.016199
1000, "Built-in", 0.000259
1000, "Sequential", 0.000151
1000, "Parallel", 0.018595
1000, "Built-in", 0.000187
1000, "Sequential", 0.000122
1000, "Parallel", 0.017280
1000, "Built-in", 0.000189
1000, "Sequential", 0.000124
1000, "Parallel", 0.016430
1000, "Built-in", 0.000210
1000, "Sequential", 0.000115
1000, "Parallel", 0.015469
1000, "Built-in", 0.000189
1000, "Sequential", 0.000115
1000, "Parallel", 0.015619
1000, "Built-in", 0.000185
1000, "Sequential", 0.000134
1000, "Parallel", 0.016816
1000, "Built-in", 0.000253
1000, "Sequential", 0.000114
1000, "Parallel", 0.018941
1000, "Built-in", 0.000195
1000, "Sequential", 0.000142
1000, "Parallel", 0.015592
1000, "Built-in", 0.000186
1000, "Sequential", 0.000118
1000, "Parallel", 0.015971
1000, "Built-in", 0.000220
1000, "Sequential", 0.000148
1000, "Parallel", 0.017869
1000, "Built-in", 0.000222
1000, "Sequential", 0.000112
1000, "Parallel", 0.016607
1000, "Built-in", 0.000222
1000, "Sequential", 0.000125
1000, "Parallel", 0.015442
1000, "Built-in", 0.000180
1000, "Sequential", 0.000144
1000, "Parallel", 0.016757
1000, "Built-in", 0.000316
1000, "Sequential", 0.000120
1000, "Parallel", 0.018463
1000, "Built-in", 0.000187
10000, "Sequential", 0.001665
10000, "Parallel", 0.093000
10000, "Built-in", 0.001515
10000, "Sequential", 0.001739
10000, "Parallel", 0.055769
10000, "Built-in", 0.002060
10000, "Sequential", 0.001876
10000, "Parallel", 0.051099
10000, "Built-in", 0.002154
10000, "Sequential", 0.001847
10000, "Parallel", 0.069716
10000, "Built-in", 0.001626
10000, "Sequential", 0.001650
10000, "Parallel", 0.101200
10000, "Built-in", 0.001544
10000, "Sequential", 0.001766
10000, "Parallel", 0.048435
10000, "Built-in", 0.002037
10000, "Sequential", 0.001542
10000, "Parallel", 0.039988
10000, "Built-in", 0.001743
10000, "Sequential", 0.001527
10000, "Parallel", 0.072519
10000, "Built-in", 0.001800
10000, "Sequential", 0.001842
10000, "Parallel", 0.047251
10000, "Built-in", 0.002246
10000, "Sequential", 0.001951
10000, "Parallel", 0.068624
10000, "Built-in", 0.001614
10000, "Sequential", 0.001671
10000, "Parallel", 0.037757
10000, "Built-in", 0.001556
10000, "Sequential", 0.001816
10000, "Parallel", 0.099211
10000, "Built-in", 0.001583
10000, "Sequential", 0.001787
10000, "Parallel", 0.050716
10000, "Built-in", 0.001733
10000, "Sequential", 0.001969
10000, "Parallel", 0.093237
10000, "Built-in", 0.002096
10000, "Sequential", 0.001813
10000, "Parallel", 0.058577
10000, "Built-in", 0.001558
10000, "Sequential", 0.001687
10000, "Parallel", 0.075630
10000, "Built-in", 0.001780
10000, "Sequential", 0.002121
10000, "Parallel", 0.033371
10000, "Built-in", 0.001576
10000, "Sequential", 0.001843
10000, "Parallel", 0.067432
10000, "Built-in", 0.001710
10000, "Sequential", 0.001720
10000, "Parallel", 0.045954
10000, "Built-in", 0.001523
10000, "Sequential", 0.001621
10000, "Parallel", 0.033684
10000, "Built-in", 0.001791
10000, "Sequential", 0.001867
10000, "Parallel", 0.034135
10000, "Built-in", 0.001767
10000, "Sequential", 0.001603
10000, "Parallel", 0.038656
10000, "Built-in", 0.003152
10000, "Sequential", 0.001746
10000, "Parallel", 0.036592
10000, "Built-in", 0.001569
10000, "Sequential", 0.001875
10000, "Parallel", 0.047013
10000, "Built-in", 0.001530
10000, "Sequential", 0.001878
10000, "Parallel", 0.067227
10000, "Built-in", 0.001534
10000, "Sequential", 0.001820
10000, "Parallel", 0.056446
10000, "Built-in", 0.001758
10000, "Sequential", 0.001655
10000, "Parallel", 0.105890
10000, "Built-in", 0.001605
10000, "Sequential", 0.001960
10000, "Parallel", 0.079401
10000, "Built-in", 0.001639
10000, "Sequential", 0.001777
10000, "Parallel", 0.057283
10000, "Built-in", 0.002488
10000, "Sequential", 0.001996
10000, "Parallel", 0.064020
10000, "Built-in", 0.001534
10000, "Sequential", 0.001818
10000, "Parallel", 0.038599
10000, "Built-in", 0.001520
10000, "Sequential", 0.001622
10000, "Parallel", 0.056194
10000, "Built-in", 0.001606
10000, "Sequential", 0.001671
10000, "Parallel", 0.037319
10000, "Built-in", 0.001514
10000, "Sequential", 0.001921
10000, "Parallel", 0.104905
10000, "Built-in", 0.001711
10000, "Sequential", 0.001595
10000, "Parallel", 0.082079
10000, "Built-in", 0.002276
10000, "Sequential", 0.001594
10000, "Parallel", 0.083394
10000, "Built-in", 0.001510
10000, "Sequential", 0.001549
10000, "Parallel", 0.061349
10000, "Built-in", 0.001517
10000, "Sequential", 0.001822
10000, "Parallel", 0.061181
10000, "Built-in", 0.001531
10000, "Sequential", 0.001624
10000, "Parallel", 0.063003
10000, "Built-in", 0.001570
10000, "Sequential", 0.001607
10000, "Parallel", 0.084564
10000, "Built-in", 0.001793
10000, "Sequential", 0.001868
10000, "Parallel", 0.088942
10000, "Built-in", 0.001814
10000, "Sequential", 0.001731
10000, "Parallel", 0.080961
10000, "Built-in", 0.002046
10000, "Sequential", 0.001906
10000, "Parallel", 0.095952
10000, "Built-in", 0.001600
10000, "Sequential", 0.001721
10000, "Parallel", 0.047302
10000, "Built-in", 0.001614
10000, "Sequential", 0.001593
10000, "Parallel", 0.069705
10000, "Built-in", 0.001554
10000, "Sequential", 0.001812
10000, "Parallel", 0.048652
10000, "Built-in", 0.001507
10000, "Sequential", 0.001600
10000, "Parallel", 0.040573
10000, "Built-in", 0.001712
10000, "Sequential", 0.001587
10000, "Parallel", 0.034502
10000, "Built-in", 0.001624
10000, "Sequential", 0.001980
10000, "Parallel", 0.035533
10000, "Built-in", 0.002294
10000, "Sequential", 0.001784
10000, "Parallel", 0.038611
10000, "Built-in", 0.001790
100000, "Sequential", 0.021038
100000, "Parallel", 0.070309
100000, "Built-in", 0.019745
100000, "Sequential", 0.020149
100000, "Parallel", 0.067077
100000, "Built-in", 0.020511
100000, "Sequential", 0.020061
100000, "Parallel", 0.064574
100000, "Built-in", 0.020126
100000, "Sequential", 0.021490
100000, "Parallel", 0.077159
100000, "Built-in", 0.019107
100000, "Sequential", 0.020825
100000, "Parallel", 0.061801
100000, "Built-in", 0.019063
100000, "Sequential", 0.019893
100000, "Parallel", 0.063296
100000, "Built-in", 0.019994
100000, "Sequential", 0.020070
100000, "Parallel", 0.062498
100000, "Built-in", 0.019689
100000, "Sequential", 0.020765
100000, "Parallel", 0.201119
100000, "Built-in", 0.024761
100000, "Sequential", 0.025550
100000, "Parallel", 0.158228
100000, "Built-in", 0.019921
100000, "Sequential", 0.021101
100000, "Parallel", 0.092656
100000, "Built-in", 0.021790
100000, "Sequential", 0.022263
100000, "Parallel", 0.118497
100000, "Built-in", 0.021571
100000, "Sequential", 0.021723
100000, "Parallel", 0.106374
100000, "Built-in", 0.019602
100000, "Sequential", 0.021090
100000, "Parallel", 0.078941
100000, "Built-in", 0.019682
100000, "Sequential", 0.020496
100000, "Parallel", 0.105758
100000, "Built-in", 0.020308
100000, "Sequential", 0.022037
100000, "Parallel", 0.129214
100000, "Built-in", 0.020771
100000, "Sequential", 0.021987
100000, "Parallel", 0.072549
100000, "Built-in", 0.020843
100000, "Sequential", 0.023193
100000, "Parallel", 0.081157
100000, "Built-in", 0.020323
100000, "Sequential", 0.019967
100000, "Parallel", 0.073294
100000, "Built-in", 0.019431
100000, "Sequential", 0.021423
100000, "Parallel", 0.080780
100000, "Built-in", 0.019061
100000, "Sequential", 0.020052
100000, "Parallel", 0.077195
100000, "Built-in", 0.019989
100000, "Sequential", 0.021466
100000, "Parallel", 0.078113
100000, "Built-in", 0.019597
100000, "Sequential", 0.020838
100000, "Parallel", 0.074126
100000, "Built-in", 0.021819
100000, "Sequential", 0.020028
100000, "Parallel", 0.097386
100000, "Built-in", 0.021018
100000, "Sequential", 0.020351
100000, "Parallel", 0.075831
100000, "Built-in", 0.019305
100000, "Sequential", 0.020709
100000, "Parallel", 0.065858
100000, "Built-in", 0.020941
100000, "Sequential", 0.021222
100000, "Parallel", 0.069432
100000, "Built-in", 0.023636
100000, "Sequential", 0.021883
100000, "Parallel", 0.066629
100000, "Built-in", 0.019532
100000, "Sequential", 0.021612
100000, "Parallel", 0.070473
100000, "Built-in", 0.019693
100000, "Sequential", 0.020580
100000, "Parallel", 0.067250
100000, "Built-in", 0.020273
100000, "Sequential", 0.020047
100000, "Parallel", 0.102084
100000, "Built-in", 0.020030
100000, "Sequential", 0.020156
100000, "Parallel", 0.118005
100000, "Built-in", 0.021476
100000, "Sequential", 0.021593
100000, "Parallel", 0.069100
100000, "Built-in", 0.022278
100000, "Sequential", 0.021781
100000, "Parallel", 0.136499
100000, "Built-in", 0.021874
100000, "Sequential", 0.024081
100000, "Parallel", 0.128214
100000, "Built-in", 0.021300
100000, "Sequential", 0.020183
100000, "Parallel", 0.093269
100000, "Built-in", 0.019676
100000, "Sequential", 0.020536
100000, "Parallel", 0.081911
100000, "Built-in", 0.023547
100000, "Sequential", 0.025227
100000, "Parallel", 0.171540
100000, "Built-in", 0.020006
100000, "Sequential", 0.020733
100000, "Parallel", 0.160856
100000, "Built-in", 0.022948
100000, "Sequential", 0.021625
100000, "Parallel", 0.137513
100000, "Built-in", 0.022443
100000, "Sequential", 0.020377
100000, "Parallel", 0.116284
100000, "Built-in", 0.021884
100000, "Sequential", 0.019813
100000, "Parallel", 0.067868
100000, "Built-in", 0.020098
100000, "Sequential", 0.019959
100000, "Parallel", 0.062882
100000, "Built-in", 0.021128
100000, "Sequential", 0.021109
100000, "Parallel", 0.145553
100000, "Built-in", 0.028155
100000, "Sequential", 0.025537
100000, "Parallel", 0.090886
100000, "Built-in", 0.022900
100000, "Sequential", 0.020784
100000, "Parallel", 0.062109
100000, "Built-in", 0.019330
100000, "Sequential", 0.019264
100000, "Parallel", 0.089067
100000, "Built-in", 0.020002
100000, "Sequential", 0.019636
100000, "Parallel", 0.080104
100000, "Built-in", 0.019356
100000, "Sequential", 0.020261
100000, "Parallel", 0.073887
100000, "Built-in", 0.020108
100000, "Sequential", 0.020019
100000, "Parallel", 0.086148
100000, "Built-in", 0.019350
100000, "Sequential", 0.022871
100000, "Parallel", 0.076083
100000, "Built-in", 0.022868
1000000, "Sequential", 0.241345
1000000, "Parallel", 0.328661
1000000, "Built-in", 0.260634
1000000, "Sequential", 0.267736
1000000, "Parallel", 0.351048
1000000, "Built-in", 0.275062
1000000, "Sequential", 0.262322
1000000, "Parallel", 0.317554
1000000, "Built-in", 0.243980
1000000, "Sequential", 0.238744
1000000, "Parallel", 0.307617
1000000, "Built-in", 0.237669
1000000, "Sequential", 0.246019
1000000, "Parallel", 0.309869
1000000, "Built-in", 0.259138
1000000, "Sequential", 0.249342
1000000, "Parallel", 0.335189
1000000, "Built-in", 0.235999
1000000, "Sequential", 0.241723
1000000, "Parallel", 0.337327
1000000, "Built-in", 0.273993
1000000, "Sequential", 0.245237
1000000, "Parallel", 0.345133
1000000, "Built-in", 0.246790
1000000, "Sequential", 0.300980
1000000, "Parallel", 0.309697
1000000, "Built-in", 0.261693
1000000, "Sequential", 0.253521
1000000, "Parallel", 0.308887
1000000, "Built-in", 0.282250
1000000, "Sequential", 0.255951
1000000, "Parallel", 0.452523
1000000, "Built-in", 0.274256
1000000, "Sequential", 0.320295
1000000, "Parallel", 0.328556
1000000, "Built-in", 0.250355
1000000, "Sequential", 0.251427
1000000, "Parallel", 0.332812
1000000, "Built-in", 0.262915
1000000, "Sequential", 0.246215
1000000, "Parallel", 0.318438
1000000, "Built-in", 0.260383
1000000, "Sequential", 0.247434
1000000, "Parallel", 0.330770
1000000, "Built-in", 0.254121
1000000, "Sequential", 0.260080
1000000, "Parallel", 0.351933
1000000, "Built-in", 0.307708
1000000, "Sequential", 0.238576
1000000, "Parallel", 0.303030
1000000, "Built-in", 0.237957
1000000, "Sequential", 0.244719
1000000, "Parallel", 0.311664
1000000, "Built-in", 0.236725
1000000, "Sequential", 0.255169
1000000, "Parallel", 0.339742
1000000, "Built-in", 0.265885
1000000, "Sequential", 0.244252
1000000, "Parallel", 0.329188
1000000, "Built-in", 0.258488
1000000, "Sequential", 0.240563
1000000, "Parallel", 0.385144
1000000, "Built-in", 0.238540
1000000, "Sequential", 0.250762
1000000, "Parallel", 0.351404
1000000, "Built-in", 0.268869
1000000, "Sequential", 0.250749
1000000, "Parallel", 0.337783
1000000, "Built-in", 0.255519
1000000, "Sequential", 0.243259
1000000, "Parallel", 0.344102
1000000, "Built-in", 0.248286
1000000, "Sequential", 0.250996
1000000, "Parallel", 0.329977
1000000, "Built-in", 0.249129
1000000, "Sequential", 0.261908
1000000, "Parallel", 0.359489
1000000, "Built-in", 0.243361
1000000, "Sequential", 0.242970
1000000, "Parallel", 0.388205
1000000, "Built-in", 0.245765
1000000, "Sequential", 0.238748
1000000, "Parallel", 0.332186
1000000, "Built-in", 0.238874
1000000, "Sequential", 0.255661
1000000, "Parallel", 0.334958
1000000, "Built-in", 0.236937
1000000, "Sequential", 0.258725
1000000, "Parallel", 0.401037
1000000, "Built-in", 0.279749
1000000, "Sequential", 0.256096
1000000, "Parallel", 0.377865
1000000, "Built-in", 0.243752
1000000, "Sequential", 0.253318
1000000, "Parallel", 0.367717
1000000, "Built-in", 0.240756
1000000, "Sequential", 0.257047
1000000, "Parallel", 0.327955
1000000, "Built-in", 0.242210
1000000, "Sequential", 0.249163
1000000, "Parallel", 0.368593
1000000, "Built-in", 0.246920
1000000, "Sequential", 0.260682
1000000, "Parallel", 0.320465
1000000, "Built-in", 0.263493
1000000, "Sequential", 0.252918
1000000, "Parallel", 0.352415
1000000, "Built-in", 0.294798
1000000, "Sequential", 0.270603
1000000, "Parallel", 0.390899
1000000, "Built-in", 0.259138
1000000, "Sequential", 0.263062
1000000, "Parallel", 0.402685
1000000, "Built-in", 0.239905
1000000, "Sequential", 0.254727
1000000, "Parallel", 0.402331
1000000, "Built-in", 0.238879
1000000, "Sequential", 0.241985
1000000, "Parallel", 0.320250
1000000, "Built-in", 0.236637
1000000, "Sequential", 0.248800
1000000, "Parallel", 0.325716
1000000, "Built-in", 0.251572
1000000, "Sequential", 0.251286
1000000, "Parallel", 0.314590
1000000, "Built-in", 0.295475
1000000, "Sequential", 0.238994
1000000, "Parallel", 0.327033
1000000, "Built-in", 0.261945
1000000, "Sequential", 0.267123
1000000, "Parallel", 0.513833
1000000, "Built-in", 0.239132
1000000, "Sequential", 0.252394
1000000, "Parallel", 0.357852
1000000, "Built-in", 0.236643
1000000, "Sequential", 0.239518
1000000, "Parallel", 0.342628
1000000, "Built-in", 0.247554
1000000, "Sequential", 0.242305
1000000, "Parallel", 0.330066
1000000, "Built-in", 0.237392
1000000, "Sequential", 0.249613
1000000, "Parallel", 0.339929
1000000, "Built-in", 0.244954
1000000, "Sequential", 0.278806
1000000, "Parallel", 0.301294
1000000, "Built-in", 0.237326
1000000, "Sequential", 0.248796
1000000, "Parallel", 0.345008
1000000, "Built-in", 0.260846
10000000, "Sequential", 2.963097
10000000, "Parallel", 3.909334
10000000, "Built-in", 3.056879
10000000, "Sequential", 2.996029
10000000, "Parallel", 3.123534
10000000, "Built-in", 3.117707
10000000, "Sequential", 2.968948
10000000, "Parallel", 3.045138
10000000, "Built-in", 2.842544
10000000, "Sequential", 2.834738
10000000, "Parallel", 3.047936
10000000, "Built-in", 3.060961
10000000, "Sequential", 6.112500
10000000, "Parallel", 6.481874
10000000, "Built-in", 6.211802
10000000, "Sequential", 6.382992
10000000, "Parallel", 6.379265
10000000, "Built-in", 6.183868
10000000, "Sequential", 6.231936
10000000, "Parallel", 6.587486
10000000, "Built-in", 6.260898
10000000, "Sequential", 6.229234
10000000, "Parallel", 6.459709
10000000, "Built-in", 6.267118
10000000, "Sequential", 3.720278
10000000, "Parallel", 3.204178
10000000, "Built-in", 3.273299
10000000, "Sequential", 3.468358
10000000, "Parallel", 5.183433
10000000, "Built-in", 6.156989
10000000, "Sequential", 5.771250
10000000, "Parallel", 3.228746
10000000, "Built-in", 3.059642
10000000, "Sequential", 2.990355
10000000, "Parallel", 3.039984
10000000, "Built-in", 3.061649
10000000, "Sequential", 3.306993
10000000, "Parallel", 3.188253
10000000, "Built-in", 3.219922
10000000, "Sequential", 3.126771
10000000, "Parallel", 3.142516
10000000, "Built-in", 2.982955
10000000, "Sequential", 2.929040
10000000, "Parallel", 3.004077
10000000, "Built-in", 2.880124
10000000, "Sequential", 2.876045
10000000, "Parallel", 3.128976
10000000, "Built-in", 3.138253
10000000, "Sequential", 2.956590
10000000, "Parallel", 3.277467
10000000, "Built-in", 3.149039
10000000, "Sequential", 3.046882
10000000, "Parallel", 3.361136
10000000, "Built-in", 3.012259
10000000, "Sequential", 2.926618
10000000, "Parallel", 3.227667
10000000, "Built-in", 3.070006
10000000, "Sequential", 3.181444
10000000, "Parallel", 3.325223
10000000, "Built-in", 3.136619
10000000, "Sequential", 3.411995
10000000, "Parallel", 3.303996
10000000, "Built-in", 3.162953
10000000, "Sequential", 3.043651
10000000, "Parallel", 3.292201
10000000, "Built-in", 2.946425
10000000, "Sequential", 3.090656
10000000, "Parallel", 3.184518
10000000, "Built-in", 3.078380
10000000, "Sequential", 2.923901
10000000, "Parallel", 3.038935
10000000, "Built-in", 2.946239
10000000, "Sequential", 3.030626
10000000, "Parallel", 3.206970
10000000, "Built-in", 2.859250
10000000, "Sequential", 3.037152
10000000, "Parallel", 3.094779
10000000, "Built-in", 3.177987
10000000, "Sequential", 3.126563
10000000, "Parallel", 3.229476
10000000, "Built-in", 3.133844
10000000, "Sequential", 3.139896
10000000, "Parallel", 3.146116
10000000, "Built-in", 2.944221
10000000, "Sequential", 3.159760
10000000, "Parallel", 3.221996
10000000, "Built-in", 2.975906
10000000, "Sequential", 2.847223
10000000, "Parallel", 3.140351
10000000, "Built-in", 2.974524
10000000, "Sequential", 3.083552
10000000, "Parallel", 3.203410
10000000, "Built-in", 2.955272
10000000, "Sequential", 3.029558
10000000, "Parallel", 3.072483
10000000, "Built-in", 2.903906
10000000, "Sequential", 2.979956
10000000, "Parallel", 3.175193
10000000, "Built-in", 2.879477
10000000, "Sequential", 2.881007
10000000, "Parallel", 3.152684
10000000, "Built-in", 3.279777
10000000, "Sequential", 3.455627
10000000, "Parallel", 4.594490
10000000, "Built-in", 3.026273
10000000, "Sequential", 2.920766
10000000, "Parallel", 3.041036
10000000, "Built-in", 2.946291
10000000, "Sequential", 2.919917
10000000, "Parallel", 3.027928
10000000, "Built-in", 2.932994
10000000, "Sequential", 2.927290
10000000, "Parallel", 2.993322
10000000, "Built-in", 3.008042
10000000, "Sequential", 2.884967
10000000, "Parallel", 3.018968
10000000, "Built-in", 2.938642
10000000, "Sequential", 3.020323
10000000, "Parallel", 3.070094
10000000, "Built-in", 3.016810
10000000, "Sequential", 3.140058
10000000, "Parallel", 3.292693
10000000, "Built-in", 3.161316
10000000, "Sequential", 3.057384
10000000, "Parallel", 3.123749
10000000, "Built-in", 2.912165
10000000, "Sequential", 2.880611
10000000, "Parallel", 3.007599
10000000, "Built-in", 2.880831
10000000, "Sequential", 3.017809
10000000, "Parallel", 3.076407
10000000, "Built-in", 3.112012
10000000, "Sequential", 3.034026
10000000, "Parallel", 3.201681
10000000, "Built-in", 3.216108
10000000, "Sequential", 3.342450
10000000, "Parallel", 3.602411
10000000, "Built-in", 3.632126
10000000, "Sequential", 3.845260
10000000, "Parallel", 4.312422
10000000, "Built-in", 3.477685
10000000, "Sequential", 3.812123
10000000, "Parallel", 5.001024
10000000, "Built-in", 4.510588
10000000, "Sequential", 4.331751
10000000, "Parallel", 4.537785
10000000, "Built-in", 4.376355
10000000, "Sequential", 4.208373
10000000, "Parallel", 4.342735
10000000, "Built-in", 3.667849
