Size, Type, Time
100, "Sequential", 0.000009
100, "Parallel", 0.003518
100, "Built-in", 0.000009
100, "Sequential", 0.000009
100, "Parallel", 0.005637
100, "Built-in", 0.000012
100, "Sequential", 0.000010
100, "Parallel", 0.004271
100, "Built-in", 0.000015
100, "Sequential", 0.000010
100, "Parallel", 0.014338
100, "Built-in", 0.000011
100, "Sequential", 0.000010
100, "Parallel", 0.009177
100, "Built-in", 0.000012
1000, "Sequential", 0.000123
1000, "Parallel", 0.037055
1000, "Built-in", 0.000243
1000, "Sequential", 0.000155
1000, "Parallel", 0.022736
1000, "Built-in", 0.000214
1000, "Sequential", 0.000138
1000, "Parallel", 0.026481
1000, "Built-in", 0.000193
1000, "Sequential", 0.000124
1000, "Parallel", 0.020935
1000, "Built-in", 0.000199
1000, "Sequential", 0.000162
1000, "Parallel", 0.027022
1000, "Built-in", 0.000264
1000, "Sequential", 0.000153
1000, "Parallel", 0.019171
1000, "Built-in", 0.000202
1000, "Sequential", 0.000120
1000, "Parallel", 0.033435
1000, "Built-in", 0.000493
1000, "Sequential", 0.000122
1000, "Parallel", 0.088895
1000, "Built-in", 0.000215
1000, "Sequential", 0.000118
1000, "Parallel", 0.096743
1000, "Built-in", 0.000427
1000, "Sequential", 0.000118
1000, "Parallel", 0.099388
1000, "Built-in", 0.000211
1000, "Sequential", 0.000134
1000, "Parallel", 0.067610
1000, "Built-in", 0.000261
1000, "Sequential", 0.000118
1000, "Parallel", 0.055646
1000, "Built-in", 0.000331
1000, "Sequential", 0.000366
1000, "Parallel", 0.024238
1000, "Built-in", 0.000190
1000, "Sequential", 0.000117
1000, "Parallel", 0.016766
1000, "Built-in", 0.000200
1000, "Sequential", 0.000464
1000, "Parallel", 0.019525
1000, "Built-in", 0.001691
1000, "Sequential", 0.000160
1000, "Parallel", 0.015759
1000, "Built-in", 0.000241
1000, "Sequential", 0.000123
1000, "Parallel", 0.020001
1000, "Built-in", 0.000191
1000, "Sequential", 0.000146
1000, "Parallel", 0.021086
1000, "Built-in", 0.000186
1000, "Sequential", 0.000117
1000, "Parallel", 0.018296
1000, "Built-in", 0.000451
1000, "Sequential", 0.000224
1000, "Parallel", 0.016235
1000, "Built-in", 0.000246
1000, "Sequential", 0.000113
1000, "Parallel", 0.018625
1000, "Built-in", 0.000639
1000, "Sequential", 0.000114
1000, "Parallel", 0.035442
1000, "Built-in", 0.000188
1000, "Sequential", 0.000132
1000, "Parallel", 0.026118
1000, "Built-in", 0.000192
1000, "Sequential", 0.000151
1000, "Parallel", 0.018592
1000, "Built-in", 0.000208
1000, "Sequential", 0.000218
1000, "Parallel", 0.019723
1000, "Built-in", 0.000226
1000, "Sequential", 0.000113
1000, "Parallel", 0.018677
1000, "Built-in", 0.000202
1000, "Sequential", 0.000136
1000, "Parallel", 0.019161
1000, "Built-in", 0.000191
1000, "Sequential", 0.000151
1000, "Parallel", 0.023734
1000, "Built-in", 0.000205
1000, "Sequential", 0.000237
1000, "Parallel", 0.038738
1000, "Built-in", 0.000240
1000, "Sequential", 0.000135
1000, "Parallel", 0.027313
1000, "Built-in", 0.000219
1000, "Sequential", 0.000117
1000, "Parallel", 0.023032
1000, "Built-in", 0.000222
1000, "Sequential", 0.000195
1000, "Parallel", 0.018080
1000, "Built-in", 0.000195
1000, "Sequential", 0.000137
1000, "Parallel", 0.023258
1000, "Built-in", 0.000208
1000, "Sequential", 0.000112
1000, "Parallel", 0.016915
1000, "Built-in", 0.000198
1000, "Sequential", 0.000130
1000, "Parallel", 0.019434
1000, "Built-in", 0.000231
1000, "Sequential", 0.000118
1000, "Parallel", 0.059550
1000, "Built-in", 0.000339
1000, "Sequential", 0.000116
1000, "Parallel", 0.024733
1000, "Built-in", 0.000361
1000, "Sequential", 0.000117
1000, "Parallel", 0.020526
1000, "Built-in", 0.000191
1000, "Sequential", 0.000122
1000, "Parallel", 0.017706
1000, "Built-in", 0.000188
1000, "Sequential", 0.000117
1000, "Parallel", 0.022277
1000, "Built-in", 0.000218
1000, "Sequential", 0.000147
1000, "Parallel", 0.017888
1000, "Built-in", 0.000267
1000, "Sequential", 0.000144
1000, "Parallel", 0.020050
1000, "Built-in", 0.000246
1000, "Sequential", 0.000116
1000, "Parallel", 0.028922
1000, "Built-in", 0.000282
1000, "Sequential", 0.000117
1000, "Parallel", 0.027336
1000, "Built-in", 0.000409
1000, "Sequential", 0.000259
1000, "Parallel", 0.034788
1000, "Built-in", 0.000282
1000, "Sequential", 0.000146
1000, "Parallel", 0.059821
1000, "Built-in", 0.000765
1000, "Sequential", 0.000130
1000, "Parallel", 0.048705
1000, "Built-in", 0.000853
1000, "Sequential", 0.000454
1000, "Parallel", 0.069688
1000, "Built-in", 0.000196
1000, "Sequential", 0.000118
1000, "Parallel", 0.027120
1000, "Built-in", 0.000223
1000, "Sequential", 0.000294
1000, "Parallel", 0.022415
1000, "Built-in", 0.000371
10000, "Sequential", 0.002918
10000, "Parallel", 0.074488
10000, "Built-in", 0.001617
10000, "Sequential", 0.001982
10000, "Parallel", 0.088120
10000, "Built-in", 0.004546
10000, "Sequential", 0.001660
10000, "Parallel", 0.062830
10000, "Built-in", 0.001562
10000, "Sequential", 0.001537
10000, "Parallel", 0.062198
10000, "Built-in", 0.001632
10000, "Sequential", 0.002297
10000, "Parallel", 0.054256
10000, "Built-in", 0.001964
10000, "Sequential", 0.002713
10000, "Parallel", 0.049597
10000, "Built-in", 0.002214
10000, "Sequential", 0.002090
10000, "Parallel", 0.077434
10000, "Built-in", 0.002672
10000, "Sequential", 0.002661
10000, "Parallel", 0.080023
10000, "Built-in", 0.001529
10000, "Sequential", 0.001863
10000, "Parallel", 0.053682
10000, "Built-in", 0.009053
10000, "Sequential", 0.001701
10000, "Parallel", 0.097327
10000, "Built-in", 0.002929
10000, "Sequential", 0.001691
10000, "Parallel", 0.053588
10000, "Built-in", 0.001576
10000, "Sequential", 0.001562
10000, "Parallel", 0.050371
10000, "Built-in", 0.001654
10000, "Sequential", 0.002297
10000, "Parallel", 0.063596
10000, "Built-in", 0.002882
10000, "Sequential", 0.001592
10000, "Parallel", 0.054181
10000, "Built-in", 0.001545
10000, "Sequential", 0.001882
10000, "Parallel", 0.062295
10000, "Built-in", 0.001576
10000, "Sequential", 0.002728
10000, "Parallel", 0.042324
10000, "Built-in", 0.001753
10000, "Sequential", 0.001624
10000, "Parallel", 0.038919
10000, "Built-in", 0.001572
10000, "Sequential", 0.001887
10000, "Parallel", 0.069692
10000, "Built-in", 0.002001
10000, "Sequential", 0.002672
10000, "Parallel", 0.116828
10000, "Built-in", 0.001833
10000, "Sequential", 0.001591
10000, "Parallel", 0.050922
10000, "Built-in", 0.001801
10000, "Sequential", 0.001535
10000, "Parallel", 0.047157
10000, "Built-in", 0.001789
10000, "Sequential", 0.001522
10000, "Parallel", 0.085476
10000, "Built-in", 0.002063
10000, "Sequential", 0.001960
10000, "Parallel", 0.071138
10000, "Built-in", 0.002441
10000, "Sequential", 0.002147
10000, "Parallel", 0.053356
10000, "Built-in", 0.001588
10000, "Sequential", 0.001517
10000, "Parallel", 0.072129
10000, "Built-in", 0.002761
10000, "Sequential", 0.002071
10000, "Parallel", 0.089335
10000, "Built-in", 0.001535
10000, "Sequential", 0.002186
10000, "Parallel", 0.079210
10000, "Built-in", 0.001682
10000, "Sequential", 0.001675
10000, "Parallel", 0.057697
10000, "Built-in", 0.001658
10000, "Sequential", 0.001681
10000, "Parallel", 0.080003
10000, "Built-in", 0.002171
10000, "Sequential", 0.002654
10000, "Parallel", 0.060297
10000, "Built-in", 0.001734
10000, "Sequential", 0.001715
10000, "Parallel", 0.052589
10000, "Built-in", 0.001730
10000, "Sequential", 0.002018
10000, "Parallel", 0.064612
10000, "Built-in", 0.001628
10000, "Sequential", 0.002117
10000, "Parallel", 0.210007
10000, "Built-in", 0.004024
10000, "Sequential", 0.001830
10000, "Parallel", 0.142993
10000, "Built-in", 0.002212
10000, "Sequential", 0.002901
10000, "Parallel", 0.075361
10000, "Built-in", 0.002802
10000, "Sequential", 0.001960
10000, "Parallel", 0.060248
10000, "Built-in", 0.002190
10000, "Sequential", 0.001719
10000, "Parallel", 0.058238
10000, "Built-in", 0.001532
10000, "Sequential", 0.002413
10000, "Parallel", 0.041527
10000, "Built-in", 0.002035
10000, "Sequential", 0.001805
10000, "Parallel", 0.044478
10000, "Built-in", 0.001543
10000, "Sequential", 0.001549
10000, "Parallel", 0.041322
10000, "Built-in", 0.001714
10000, "Sequential", 0.001734
10000, "Parallel", 0.071924
10000, "Built-in", 0.002446
10000, "Sequential", 0.001979
10000, "Parallel", 0.053569
10000, "Built-in", 0.001568
10000, "Sequential", 0.001572
10000, "Parallel", 0.042761
10000, "Built-in", 0.001514
10000, "Sequential", 0.001721
10000, "Parallel", 0.052030
10000, "Built-in", 0.001749
10000, "Sequential", 0.001862
10000, "Parallel", 0.054585
10000, "Built-in", 0.001567
10000, "Sequential", 0.001560
10000, "Parallel", 0.042527
10000, "Built-in", 0.001747
10000, "Sequential", 0.001590
10000, "Parallel", 0.059825
10000, "Built-in", 0.002265
10000, "Sequential", 0.001564
10000, "Parallel", 0.148326
10000, "Built-in", 0.001997
10000, "Sequential", 0.001913
10000, "Parallel", 0.060999
10000, "Built-in", 0.001536
10000, "Sequential", 0.001656
10000, "Parallel", 0.236158
10000, "Built-in", 0.002245
100000, "Sequential", 0.029715
100000, "Parallel", 0.230574
100000, "Built-in", 0.023678
100000, "Sequential", 0.021733
100000, "Parallel", 0.209311
100000, "Built-in", 0.023082
100000, "Sequential", 0.030927
100000, "Parallel", 0.113487
100000, "Built-in", 0.020936
100000, "Sequential", 0.031777
100000, "Parallel", 0.420815
100000, "Built-in", 0.029262
100000, "Sequential", 0.023227
100000, "Parallel", 0.174094
100000, "Built-in", 0.034376
100000, "Sequential", 0.027482
100000, "Parallel", 0.197206
100000, "Built-in", 0.023189
100000, "Sequential", 0.020598
100000, "Parallel", 0.125167
100000, "Built-in", 0.026361
100000, "Sequential", 0.021537
100000, "Parallel", 0.112603
100000, "Built-in", 0.023617
100000, "Sequential", 0.027683
100000, "Parallel", 0.217554
100000, "Built-in", 0.026129
100000, "Sequential", 0.033179
100000, "Parallel", 0.170923
100000, "Built-in", 0.028581
100000, "Sequential", 0.030135
100000, "Parallel", 0.138423
100000, "Built-in", 0.047598
100000, "Sequential", 0.028314
100000, "Parallel", 0.132858
100000, "Built-in", 0.032602
100000, "Sequential", 0.025707
100000, "Parallel", 0.101564
100000, "Built-in", 0.022778
100000, "Sequential", 0.023329
100000, "Parallel", 0.149354
100000, "Built-in", 0.033334
100000, "Sequential", 0.098987
100000, "Parallel", 0.186509
100000, "Built-in", 0.029147
100000, "Sequential", 0.029135
100000, "Parallel", 0.202618
100000, "Built-in", 0.074023
100000, "Sequential", 0.079577
100000, "Parallel", 0.325745
100000, "Built-in", 0.021503
100000, "Sequential", 0.021758
100000, "Parallel", 0.322976
100000, "Built-in", 0.027159
100000, "Sequential", 0.023948
100000, "Parallel", 0.246699
100000, "Built-in", 0.031963
100000, "Sequential", 0.033225
100000, "Parallel", 0.235380
100000, "Built-in", 0.024408
100000, "Sequential", 0.031153
100000, "Parallel", 0.157044
100000, "Built-in", 0.020689
100000, "Sequential", 0.021694
100000, "Parallel", 0.133701
100000, "Built-in", 0.025672
100000, "Sequential", 0.026638
100000, "Parallel", 0.139330
100000, "Built-in", 0.023319
100000, "Sequential", 0.020806
100000, "Parallel", 0.196829
100000, "Built-in", 0.024229
100000, "Sequential", 0.025020
100000, "Parallel", 0.114538
100000, "Built-in", 0.020503
100000, "Sequential", 0.024585
100000, "Parallel", 0.174621
100000, "Built-in", 0.022047
100000, "Sequential", 0.023738
100000, "Parallel", 0.163188
100000, "Built-in", 0.020022
100000, "Sequential", 0.023845
100000, "Parallel", 0.130787
100000, "Built-in", 0.025879
100000, "Sequential", 0.028085
100000, "Parallel", 0.177039
100000, "Built-in", 0.032539
100000, "Sequential", 0.032707
100000, "Parallel", 0.155027
100000, "Built-in", 0.028498
100000, "Sequential", 0.026802
100000, "Parallel", 0.152084
100000, "Built-in", 0.024257
100000, "Sequential", 0.031163
100000, "Parallel", 0.561778
100000, "Built-in", 0.104336
100000, "Sequential", 0.123654
100000, "Parallel", 0.421160
100000, "Built-in", 0.034808
100000, "Sequential", 0.040305
100000, "Parallel", 0.411257
100000, "Built-in", 0.038638
100000, "Sequential", 0.038511
100000, "Parallel", 0.246471
100000, "Built-in", 0.028933
100000, "Sequential", 0.026359
100000, "Parallel", 0.186870
100000, "Built-in", 0.030535
100000, "Sequential", 0.028297
100000, "Parallel", 0.138592
100000, "Built-in", 0.024024
100000, "Sequential", 0.044224
100000, "Parallel", 0.172236
100000, "Built-in", 0.025140
100000, "Sequential", 0.025962
100000, "Parallel", 0.146566
100000, "Built-in", 0.045329
100000, "Sequential", 0.040705
100000, "Parallel", 0.404151
100000, "Built-in", 0.024545
100000, "Sequential", 0.024319
100000, "Parallel", 0.208474
100000, "Built-in", 0.031326
100000, "Sequential", 0.026010
100000, "Parallel", 0.225415
100000, "Built-in", 0.034758
100000, "Sequential", 0.037688
100000, "Parallel", 0.416542
100000, "Built-in", 0.035075
100000, "Sequential", 0.048204
100000, "Parallel", 0.396374
100000, "Built-in", 0.057079
100000, "Sequential", 0.033448
100000, "Parallel", 0.329878
100000, "Built-in", 0.025358
100000, "Sequential", 0.026785
100000, "Parallel", 0.219558
100000, "Built-in", 0.040774
100000, "Sequential", 0.027500
100000, "Parallel", 0.255673
100000, "Built-in", 0.047811
100000, "Sequential", 0.067685
100000, "Parallel", 0.188282
100000, "Built-in", 0.029446
100000, "Sequential", 0.025270
100000, "Parallel", 0.221679
100000, "Built-in", 0.028633
100000, "Sequential", 0.025150
100000, "Parallel", 0.176585
100000, "Built-in", 0.029171
1000000, "Sequential", 0.339341
1000000, "Parallel", 0.591201
1000000, "Built-in", 0.633843
1000000, "Sequential", 0.368386
1000000, "Parallel", 0.532095
1000000, "Built-in", 0.462655
1000000, "Sequential", 0.383705
1000000, "Parallel", 0.749034
1000000, "Built-in", 0.432027
1000000, "Sequential", 0.411748
1000000, "Parallel", 1.148460
1000000, "Built-in", 0.542515
1000000, "Sequential", 0.311776
1000000, "Parallel", 0.746784
1000000, "Built-in", 0.423016
1000000, "Sequential", 0.431152
1000000, "Parallel", 0.920126
1000000, "Built-in", 0.401549
1000000, "Sequential", 0.410041
1000000, "Parallel", 0.502422
1000000, "Built-in", 0.535993
1000000, "Sequential", 0.399778
1000000, "Parallel", 0.505008
1000000, "Built-in", 0.349575
1000000, "Sequential", 0.461479
1000000, "Parallel", 0.546111
1000000, "Built-in", 0.348590
1000000, "Sequential", 0.318885
1000000, "Parallel", 0.467566
1000000, "Built-in", 0.342184
1000000, "Sequential", 0.333423
1000000, "Parallel", 0.607898
1000000, "Built-in", 0.342025
1000000, "Sequential", 0.326705
1000000, "Parallel", 0.608951
1000000, "Built-in", 0.349950
1000000, "Sequential", 0.345161
1000000, "Parallel", 0.492308
1000000, "Built-in", 0.325061
1000000, "Sequential", 0.308946
1000000, "Parallel", 0.486085
1000000, "Built-in", 0.333559
1000000, "Sequential", 0.332566
1000000, "Parallel", 0.743230
1000000, "Built-in", 0.324067
1000000, "Sequential", 0.334572
1000000, "Parallel", 0.568055
1000000, "Built-in", 0.343673
1000000, "Sequential", 0.295095
1000000, "Parallel", 0.508008
1000000, "Built-in", 0.353756
1000000, "Sequential", 0.326704
1000000, "Parallel", 0.519376
1000000, "Built-in", 0.428585
1000000, "Sequential", 0.323636
1000000, "Parallel", 0.621404
1000000, "Built-in", 0.335123
1000000, "Sequential", 0.352722
1000000, "Parallel", 0.468368
1000000, "Built-in", 0.354945
1000000, "Sequential", 0.355944
1000000, "Parallel", 0.484529
1000000, "Built-in", 0.421589
1000000, "Sequential", 0.308264
1000000, "Parallel", 0.462155
1000000, "Built-in", 0.317716
1000000, "Sequential", 0.341536
1000000, "Parallel", 0.659156
1000000, "Built-in", 0.389956
1000000, "Sequential", 0.357157
1000000, "Parallel", 0.621825
1000000, "Built-in", 0.455853
1000000, "Sequential", 0.334541
1000000, "Parallel", 0.497359
1000000, "Built-in", 0.325970
1000000, "Sequential", 0.341813
1000000, "Parallel", 0.490524
1000000, "Built-in", 0.331822
1000000, "Sequential", 0.421751
1000000, "Parallel", 0.491003
1000000, "Built-in", 0.387333
1000000, "Sequential", 0.340685
1000000, "Parallel", 0.646273
1000000, "Built-in", 0.426019
1000000, "Sequential", 0.358872
1000000, "Parallel", 0.502977
1000000, "Built-in", 0.332919
1000000, "Sequential", 0.332922
1000000, "Parallel", 0.418924
1000000, "Built-in", 0.483925
1000000, "Sequential", 0.361672
1000000, "Parallel", 0.484771
1000000, "Built-in", 0.344290
1000000, "Sequential", 0.340021
1000000, "Parallel", 0.501858
1000000, "Built-in", 0.366926
1000000, "Sequential", 0.357061
1000000, "Parallel", 0.531715
1000000, "Built-in", 0.398298
1000000, "Sequential", 0.484385
1000000, "Parallel", 0.731206
1000000, "Built-in", 0.369083
1000000, "Sequential", 0.350261
1000000, "Parallel", 0.539881
1000000, "Built-in", 0.349916
1000000, "Sequential", 0.380307
1000000, "Parallel", 0.474143
1000000, "Built-in", 0.423361
1000000, "Sequential", 0.405820
1000000, "Parallel", 0.493982
1000000, "Built-in", 0.351453
1000000, "Sequential", 0.375714
1000000, "Parallel", 0.561689
1000000, "Built-in", 0.380420
1000000, "Sequential", 0.319980
1000000, "Parallel", 0.478416
1000000, "Built-in", 0.391674
1000000, "Sequential", 0.358325
1000000, "Parallel", 0.577559
1000000, "Built-in", 0.333206
1000000, "Sequential", 0.330922
1000000, "Parallel", 0.476514
1000000, "Built-in", 0.345034
1000000, "Sequential", 0.404270
1000000, "Parallel", 0.484137
1000000, "Built-in", 0.338310
1000000, "Sequential", 0.410142
1000000, "Parallel", 0.529123
1000000, "Built-in", 0.382542
1000000, "Sequential", 0.342716
1000000, "Parallel", 0.582778
1000000, "Built-in", 0.376174
1000000, "Sequential", 0.331998
1000000, "Parallel", 0.481564
1000000, "Built-in", 0.461968
1000000, "Sequential", 0.602752
1000000, "Parallel", 0.536462
1000000, "Built-in", 0.464070
1000000, "Sequential", 0.378821
1000000, "Parallel", 0.519806
1000000, "Built-in", 0.333966
1000000, "Sequential", 0.352445
1000000, "Parallel", 0.541514
1000000, "Built-in", 0.450898
1000000, "Sequential", 0.372911
1000000, "Parallel", 0.632852
1000000, "Built-in", 0.350427
1000000, "Sequential", 0.468751
1000000, "Parallel", 0.492912
1000000, "Built-in", 0.385353
10000000, "Sequential", 4.449821
10000000, "Parallel", 4.701617
10000000, "Built-in", 4.772923
10000000, "Sequential", 4.568167
10000000, "Parallel", 4.875034
10000000, "Built-in", 4.318218
10000000, "Sequential", 4.275730
10000000, "Parallel", 4.499088
10000000, "Built-in", 4.354670
10000000, "Sequential", 4.203376
10000000, "Parallel", 4.681742
10000000, "Built-in", 4.292887
10000000, "Sequential", 4.065472
10000000, "Parallel", 4.745547
10000000, "Built-in", 4.215273
10000000, "Sequential", 3.849857
10000000, "Parallel", 4.316925
10000000, "Built-in", 4.459772
10000000, "Sequential", 4.000857
10000000, "Parallel", 4.510132
10000000, "Built-in", 4.373032
10000000, "Sequential", 3.818286
10000000, "Parallel", 4.231079
10000000, "Built-in", 4.310639
10000000, "Sequential", 3.895411
10000000, "Parallel", 4.080318
10000000, "Built-in", 3.778253
10000000, "Sequential", 3.921551
10000000, "Parallel", 4.137051
10000000, "Built-in", 4.072939
10000000, "Sequential", 4.537706
10000000, "Parallel", 4.607407
10000000, "Built-in", 4.198772
10000000, "Sequential", 4.191323
10000000, "Parallel", 4.440109
10000000, "Built-in", 4.754393
10000000, "Sequential", 4.098041
10000000, "Parallel", 4.298196
10000000, "Built-in", 5.023393
10000000, "Sequential", 4.378037
10000000, "Parallel", 4.548090
10000000, "Built-in", 4.541066
10000000, "Sequential", 4.275482
10000000, "Parallel", 4.825262
10000000, "Built-in", 4.593843
10000000, "Sequential", 3.840115
10000000, "Parallel", 4.233031
10000000, "Built-in", 4.355132
10000000, "Sequential", 4.208469
10000000, "Parallel", 4.855662
10000000, "Built-in", 10.361568
10000000, "Sequential", 11.006467
10000000, "Parallel", 10.016954
10000000, "Built-in", 9.823405
10000000, "Sequential", 9.950912
10000000, "Parallel", 4.080169
10000000, "Built-in", 3.245259
10000000, "Sequential", 3.396916
10000000, "Parallel", 3.435674
10000000, "Built-in", 3.189861
10000000, "Sequential", 3.399330
10000000, "Parallel", 3.410629
10000000, "Built-in", 3.237530
10000000, "Sequential", 3.210932
10000000, "Parallel", 3.437543
10000000, "Built-in", 3.126475
10000000, "Sequential", 3.106662
10000000, "Parallel", 3.337001
10000000, "Built-in", 3.379978
10000000, "Sequential", 3.317348
10000000, "Parallel", 3.304486
10000000, "Built-in", 3.199770
10000000, "Sequential", 3.311529
10000000, "Parallel", 3.403542
10000000, "Built-in", 3.093137
10000000, "Sequential", 3.154155
10000000, "Parallel", 3.365345
10000000, "Built-in", 3.085188
10000000, "Sequential", 3.076573
10000000, "Parallel", 3.676570
10000000, "Built-in", 3.471041
10000000, "Sequential", 3.226954
10000000, "Parallel", 3.325600
10000000, "Built-in", 3.224628
10000000, "Sequential", 3.061378
10000000, "Parallel", 3.455583
10000000, "Built-in", 3.193961
10000000, "Sequential", 3.178305
10000000, "Parallel", 4.537091
10000000, "Built-in", 3.681334
10000000, "Sequential", 3.112286
10000000, "Parallel", 3.344506
10000000, "Built-in", 3.256341
10000000, "Sequential", 3.290536
10000000, "Parallel", 3.032300
10000000, "Built-in", 3.136737
10000000, "Sequential", 3.092402
10000000, "Parallel", 3.133311
10000000, "Built-in", 2.833072
10000000, "Sequential", 2.955197
10000000, "Parallel", 2.989496
10000000, "Built-in", 2.840848
10000000, "Sequential", 2.933889
10000000, "Parallel", 3.005372
10000000, "Built-in", 2.914788
10000000, "Sequential", 2.989926
10000000, "Parallel", 3.072927
10000000, "Built-in", 2.866276
10000000, "Sequential", 2.851255
10000000, "Parallel", 3.197400
10000000, "Built-in", 2.952680
10000000, "Sequential", 2.952788
10000000, "Parallel", 3.057618
10000000, "Built-in", 3.042067
10000000, "Sequential", 2.849653
10000000, "Parallel", 3.000757
10000000, "Built-in", 3.043020
10000000, "Sequential", 2.907205
10000000, "Parallel", 3.333377
10000000, "Built-in", 2.887689
10000000, "Sequential", 2.984029
10000000, "Parallel", 3.217462
10000000, "Built-in", 2.835016
10000000, "Sequential", 2.905910
10000000, "Parallel", 3.409095
10000000, "Built-in", 3.727678
10000000, "Sequential", 3.054332
10000000, "Parallel", 3.186906
10000000, "Built-in", 3.223925
10000000, "Sequential", 3.063750
10000000, "Parallel", 2.977470
10000000, "Built-in", 3.284407
10000000, "Sequential", 3.068511
10000000, "Parallel", 3.130106
10000000, "Built-in", 2.888729
10000000, "Sequential", 2.861754
10000000, "Parallel", 3.156960
10000000, "Built-in", 2.975861
10000000, "Sequential", 3.011709
10000000, "Parallel", 3.165585
10000000, "Built-in", 3.016972
10000000, "Sequential", 3.152371
10000000, "Parallel", 3.336704
10000000, "Built-in", 3.116814
10000000, "Sequential", 3.189482
10000000, "Parallel", 3.494551
10000000, "Built-in", 3.292309
10000000, "Sequential", 3.415129
10000000, "Parallel", 3.286362
10000000, "Built-in", 2.886193
