Size, Type, Time
100, "Built-in", 0.000013
100, "Sequential", 0.000010
100, "Parallel", 0.003060
100, "Built-in", 0.000011
100, "Sequential", 0.000009
100, "Parallel", 0.004770
100, "Built-in", 0.000013
1000, "Sequential", 0.000146
1000, "Parallel", 0.042905
1000, "Built-in", 0.000200
1000, "Sequential", 0.000123
1000, "Parallel", 0.022132
1000, "Built-in", 0.000311
1000, "Sequential", 0.000124
1000, "Parallel", 0.049685
1000, "Built-in", 0.000205
1000, "Sequential", 0.000126
1000, "Parallel", 0.045383
1000, "Built-in", 0.000293
1000, "Sequential", 0.000323
1000, "Parallel", 0.038146
1000, "Built-in", 0.000253
1000, "Sequential", 0.000143
1000, "Parallel", 0.039742
1000, "Built-in", 0.000196
1000, "Sequential", 0.000122
1000, "Parallel", 0.065705
1000, "Built-in", 0.000207
1000, "Sequential", 0.000118
1000, "Parallel", 0.028659
1000, "Built-in", 0.000416
1000, "Sequential", 0.000226
1000, "Parallel", 0.066436
1000, "Built-in", 0.000206
1000, "Sequential", 0.000123
1000, "Parallel", 0.038073
1000, "Built-in", 0.000362
1000, "Sequential", 0.000141
1000, "Parallel", 0.035504
1000, "Built-in", 0.000372
1000, "Sequential", 0.000256
1000, "Parallel", 0.031972
1000, "Built-in", 0.000206
1000, "Sequential", 0.000336
1000, "Parallel", 0.083995
1000, "Built-in", 0.000248
1000, "Sequential", 0.000156
1000, "Parallel", 0.079983
1000, "Built-in", 0.002368
1000, "Sequential", 0.000118
1000, "Parallel", 0.146060
1000, "Built-in", 0.000922
1000, "Sequential", 0.000163
1000, "Parallel", 0.208834
1000, "Built-in", 0.000248
1000, "Sequential", 0.000306
1000, "Parallel", 0.087198
1000, "Built-in", 0.000258
1000, "Sequential", 0.000138
1000, "Parallel", 0.060515
1000, "Built-in", 0.000258
1000, "Sequential", 0.000150
1000, "Parallel", 0.064682
1000, "Built-in", 0.000708
1000, "Sequential", 0.000136
1000, "Parallel", 0.046662
1000, "Built-in", 0.000205
1000, "Sequential", 0.000117
1000, "Parallel", 0.046828
1000, "Built-in", 0.000293
1000, "Sequential", 0.000119
1000, "Parallel", 0.048721
1000, "Built-in", 0.000292
1000, "Sequential", 0.000116
1000, "Parallel", 0.018652
1000, "Built-in", 0.000238
1000, "Sequential", 0.000245
1000, "Parallel", 0.056758
1000, "Built-in", 0.000272
1000, "Sequential", 0.000116
1000, "Parallel", 0.035558
1000, "Built-in", 0.000314
1000, "Sequential", 0.000140
1000, "Parallel", 0.044870
1000, "Built-in", 0.000188
1000, "Sequential", 0.000116
1000, "Parallel", 0.040113
1000, "Built-in", 0.000428
1000, "Sequential", 0.001239
1000, "Parallel", 0.069710
1000, "Built-in", 0.000242
1000, "Sequential", 0.000139
1000, "Parallel", 0.063938
1000, "Built-in", 0.000326
1000, "Sequential", 0.000812
1000, "Parallel", 0.069614
1000, "Built-in", 0.000194
1000, "Sequential", 0.001941
1000, "Parallel", 0.091912
1000, "Built-in", 0.000288
1000, "Sequential", 0.000267
1000, "Parallel", 0.042649
1000, "Built-in", 0.000230
1000, "Sequential", 0.000117
1000, "Parallel", 0.067963
1000, "Built-in", 0.000182
1000, "Sequential", 0.000116
1000, "Parallel", 0.062002
1000, "Built-in", 0.000230
1000, "Sequential", 0.000293
1000, "Parallel", 0.068269
1000, "Built-in", 0.000313
1000, "Sequential", 0.000119
1000, "Parallel", 0.053561
1000, "Built-in", 0.000187
1000, "Sequential", 0.000209
1000, "Parallel", 0.057623
1000, "Built-in", 0.000533
1000, "Sequential", 0.000135
1000, "Parallel", 0.039159
1000, "Built-in", 0.000194
1000, "Sequential", 0.000518
1000, "Parallel", 0.050855
1000, "Built-in", 0.002068
1000, "Sequential", 0.000216
1000, "Parallel", 0.052909
1000, "Built-in", 0.000271
1000, "Sequential", 0.000131
1000, "Parallel", 0.031701
1000, "Built-in", 0.000328
1000, "Sequential", 0.000115
1000, "Parallel", 0.083391
1000, "Built-in", 0.000373
1000, "Sequential", 0.004340
1000, "Parallel", 0.050544
1000, "Built-in", 0.000214
1000, "Sequential", 0.000118
1000, "Parallel", 0.026454
1000, "Built-in", 0.000203
1000, "Sequential", 0.000118
1000, "Parallel", 0.031414
1000, "Built-in", 0.000298
1000, "Sequential", 0.000118
1000, "Parallel", 0.012180
1000, "Built-in", 0.000444
1000, "Sequential", 0.000523
1000, "Parallel", 0.027971
1000, "Built-in", 0.000199
1000, "Sequential", 0.000125
1000, "Parallel", 0.024360
1000, "Built-in", 0.000448
1000, "Sequential", 0.000138
1000, "Parallel", 0.029196
1000, "Built-in", 0.000336
1000, "Sequential", 0.000150
1000, "Parallel", 0.031114
1000, "Built-in", 0.000191
10000, "Sequential", 0.004589
10000, "Parallel", 0.142124
10000, "Built-in", 0.008361
10000, "Sequential", 0.002438
10000, "Parallel", 0.099755
10000, "Built-in", 0.002014
10000, "Sequential", 0.005255
10000, "Parallel", 0.111932
10000, "Built-in", 0.001708
10000, "Sequential", 0.001749
10000, "Parallel", 0.197882
10000, "Built-in", 0.001648
10000, "Sequential", 0.014798
10000, "Parallel", 0.218125
10000, "Built-in", 0.005406
10000, "Sequential", 0.003518
10000, "Parallel", 0.145479
10000, "Built-in", 0.002968
10000, "Sequential", 0.001566
10000, "Parallel", 0.164804
10000, "Built-in", 0.001734
10000, "Sequential", 0.001949
10000, "Parallel", 0.142258
10000, "Built-in", 0.002557
10000, "Sequential", 0.001535
10000, "Parallel", 0.174102
10000, "Built-in", 0.002451
10000, "Sequential", 0.002085
10000, "Parallel", 0.115143
10000, "Built-in", 0.001755
10000, "Sequential", 0.001653
10000, "Parallel", 0.163531
10000, "Built-in", 0.001568
10000, "Sequential", 0.002790
10000, "Parallel", 0.108014
10000, "Built-in", 0.004040
10000, "Sequential", 0.002218
10000, "Parallel", 0.298639
10000, "Built-in", 0.009679
10000, "Sequential", 0.002180
10000, "Parallel", 0.176225
10000, "Built-in", 0.002340
10000, "Sequential", 0.002748
10000, "Parallel", 0.161848
10000, "Built-in", 0.003626
10000, "Sequential", 0.002370
10000, "Parallel", 0.187445
10000, "Built-in", 0.002215
10000, "Sequential", 0.002652
10000, "Parallel", 0.200186
10000, "Built-in", 0.002213
10000, "Sequential", 0.002246
10000, "Parallel", 0.179574
10000, "Built-in", 0.001849
10000, "Sequential", 0.002252
10000, "Parallel", 0.129148
10000, "Built-in", 0.002892
10000, "Sequential", 0.003054
10000, "Parallel", 0.093163
10000, "Built-in", 0.007691
10000, "Sequential", 0.002086
10000, "Parallel", 0.110463
10000, "Built-in", 0.002786
10000, "Sequential", 0.003007
10000, "Parallel", 0.132967
10000, "Built-in", 0.005755
10000, "Sequential", 0.002448
10000, "Parallel", 0.163313
10000, "Built-in", 0.003364
10000, "Sequential", 0.001786
10000, "Parallel", 0.053621
10000, "Built-in", 0.006386
10000, "Sequential", 0.001620
10000, "Parallel", 0.090800
10000, "Built-in", 0.003456
10000, "Sequential", 0.002614
10000, "Parallel", 0.135702
10000, "Built-in", 0.002089
10000, "Sequential", 0.002561
10000, "Parallel", 0.110079
10000, "Built-in", 0.001931
10000, "Sequential", 0.001943
10000, "Parallel", 0.088363
10000, "Built-in", 0.002399
10000, "Sequential", 0.003555
10000, "Parallel", 0.163096
10000, "Built-in", 0.001686
10000, "Sequential", 0.002186
10000, "Parallel", 0.141866
10000, "Built-in", 0.002230
10000, "Sequential", 0.004942
10000, "Parallel", 0.149700
10000, "Built-in", 0.005006
10000, "Sequential", 0.010242
10000, "Parallel", 0.124643
10000, "Built-in", 0.002033
10000, "Sequential", 0.003504
10000, "Parallel", 0.070428
10000, "Built-in", 0.003326
10000, "Sequential", 0.001622
10000, "Parallel", 0.102887
10000, "Built-in", 0.002098
10000, "Sequential", 0.006705
10000, "Parallel", 0.123344
10000, "Built-in", 0.001962
10000, "Sequential", 0.003226
10000, "Parallel", 0.123984
10000, "Built-in", 0.002123
10000, "Sequential", 0.004878
10000, "Parallel", 0.082765
10000, "Built-in", 0.002832
10000, "Sequential", 0.002790
10000, "Parallel", 0.119154
10000, "Built-in", 0.001610
10000, "Sequential", 0.002084
10000, "Parallel", 0.121801
10000, "Built-in", 0.001919
10000, "Sequential", 0.002020
10000, "Parallel", 0.065803
10000, "Built-in", 0.002342
10000, "Sequential", 0.011026
10000, "Parallel", 0.181999
10000, "Built-in", 0.002141
10000, "Sequential", 0.002110
10000, "Parallel", 0.129601
10000, "Built-in", 0.004577
10000, "Sequential", 0.002870
10000, "Parallel", 0.142243
10000, "Built-in", 0.011644
10000, "Sequential", 0.003334
10000, "Parallel", 0.066666
10000, "Built-in", 0.006046
10000, "Sequential", 0.003364
10000, "Parallel", 0.140930
10000, "Built-in", 0.001944
10000, "Sequential", 0.001813
10000, "Parallel", 0.131364
10000, "Built-in", 0.001762
10000, "Sequential", 0.006382
10000, "Parallel", 0.183155
10000, "Built-in", 0.002503
10000, "Sequential", 0.002149
10000, "Parallel", 0.094296
10000, "Built-in", 0.002032
10000, "Sequential", 0.004350
10000, "Parallel", 0.108900
10000, "Built-in", 0.001810
10000, "Sequential", 0.002790
10000, "Parallel", 0.104326
10000, "Built-in", 0.002407
100000, "Sequential", 0.030901
100000, "Parallel", 0.207362
100000, "Built-in", 0.025213
100000, "Sequential", 0.028593
100000, "Parallel", 0.211368
100000, "Built-in", 0.034457
100000, "Sequential", 0.039126
100000, "Parallel", 0.289421
100000, "Built-in", 0.046521
100000, "Sequential", 0.023308
100000, "Parallel", 0.321376
100000, "Built-in", 0.025459
100000, "Sequential", 0.033993
100000, "Parallel", 0.125338
100000, "Built-in", 0.039749
100000, "Sequential", 0.025370
100000, "Parallel", 0.260453
100000, "Built-in", 0.040563
100000, "Sequential", 0.027846
100000, "Parallel", 0.175328
100000, "Built-in", 0.025667
100000, "Sequential", 0.042492
100000, "Parallel", 0.190403
100000, "Built-in", 0.042328
100000, "Sequential", 0.024715
100000, "Parallel", 0.313838
100000, "Built-in", 0.038731
100000, "Sequential", 0.049723
100000, "Parallel", 0.335255
100000, "Built-in", 0.037277
100000, "Sequential", 0.039081
100000, "Parallel", 0.221913
100000, "Built-in", 0.027568
100000, "Sequential", 0.033595
100000, "Parallel", 0.270815
100000, "Built-in", 0.028957
100000, "Sequential", 0.042288
100000, "Parallel", 0.191352
100000, "Built-in", 0.023824
100000, "Sequential", 0.026998
100000, "Parallel", 0.230908
100000, "Built-in", 0.031411
100000, "Sequential", 0.029541
100000, "Parallel", 0.261915
100000, "Built-in", 0.038837
100000, "Sequential", 0.031002
100000, "Parallel", 0.172215
100000, "Built-in", 0.029721
100000, "Sequential", 0.027500
100000, "Parallel", 0.352111
100000, "Built-in", 0.047257
100000, "Sequential", 0.142198
100000, "Parallel", 0.423569
100000, "Built-in", 0.041198
100000, "Sequential", 0.034722
100000, "Parallel", 0.158644
100000, "Built-in", 0.030228
100000, "Sequential", 0.030255
100000, "Parallel", 0.161753
100000, "Built-in", 0.043039
100000, "Sequential", 0.036535
100000, "Parallel", 0.288490
100000, "Built-in", 0.041958
100000, "Sequential", 0.036061
100000, "Parallel", 0.198232
100000, "Built-in", 0.035815
100000, "Sequential", 0.025949
100000, "Parallel", 0.197419
100000, "Built-in", 0.038946
100000, "Sequential", 0.023750
100000, "Parallel", 0.189833
100000, "Built-in", 0.031446
100000, "Sequential", 0.029518
100000, "Parallel", 0.240037
100000, "Built-in", 0.031598
100000, "Sequential", 0.029741
100000, "Parallel", 0.166859
100000, "Built-in", 0.048450
100000, "Sequential", 0.032108
100000, "Parallel", 0.223271
100000, "Built-in", 0.022029
100000, "Sequential", 0.035697
100000, "Parallel", 0.195917
100000, "Built-in", 0.031644
100000, "Sequential", 0.026127
100000, "Parallel", 0.236154
100000, "Built-in", 0.032576
100000, "Sequential", 0.037858
100000, "Parallel", 0.267576
100000, "Built-in", 0.053479
100000, "Sequential", 0.025445
100000, "Parallel", 0.264507
100000, "Built-in", 0.046052
100000, "Sequential", 0.047365
100000, "Parallel", 0.356333
100000, "Built-in", 0.045322
100000, "Sequential", 0.033619
100000, "Parallel", 0.159792
100000, "Built-in", 0.064046
100000, "Sequential", 0.065015
100000, "Parallel", 0.683006
100000, "Built-in", 0.033564
100000, "Sequential", 0.031291
100000, "Parallel", 0.257931
100000, "Built-in", 0.073662
100000, "Sequential", 0.081822
100000, "Parallel", 0.196292
100000, "Built-in", 0.032522
100000, "Sequential", 0.029738
100000, "Parallel", 0.364068
100000, "Built-in", 0.025391
100000, "Sequential", 0.028004
100000, "Parallel", 0.184377
100000, "Built-in", 0.033166
100000, "Sequential", 0.028679
100000, "Parallel", 0.149526
100000, "Built-in", 0.025214
100000, "Sequential", 0.039877
100000, "Parallel", 0.236667
100000, "Built-in", 0.037538
100000, "Sequential", 0.029434
100000, "Parallel", 0.174358
100000, "Built-in", 0.031306
100000, "Sequential", 0.038848
100000, "Parallel", 0.432681
100000, "Built-in", 0.037662
100000, "Sequential", 0.045966
100000, "Parallel", 0.379109
100000, "Built-in", 0.032987
100000, "Sequential", 0.031818
100000, "Parallel", 0.441309
100000, "Built-in", 0.053826
100000, "Sequential", 0.055850
100000, "Parallel", 0.203631
100000, "Built-in", 0.036186
100000, "Sequential", 0.033456
100000, "Parallel", 0.226726
100000, "Built-in", 0.047484
100000, "Sequential", 0.043842
100000, "Parallel", 0.298115
100000, "Built-in", 0.025792
100000, "Sequential", 0.026612
100000, "Parallel", 0.240062
100000, "Built-in", 0.023347
100000, "Sequential", 0.075744
100000, "Parallel", 0.252747
100000, "Built-in", 0.039742
100000, "Sequential", 0.026165
100000, "Parallel", 0.257795
100000, "Built-in", 0.033063
1000000, "Sequential", 0.347973
1000000, "Parallel", 0.580848
1000000, "Built-in", 0.419675
1000000, "Sequential", 0.392722
1000000, "Parallel", 0.697537
1000000, "Built-in", 0.459299
1000000, "Sequential", 0.452013
1000000, "Parallel", 0.862036
1000000, "Built-in", 0.442858
1000000, "Sequential", 0.387422
1000000, "Parallel", 0.683096
1000000, "Built-in", 0.420289
1000000, "Sequential", 0.375989
1000000, "Parallel", 0.595989
1000000, "Built-in", 0.404586
1000000, "Sequential", 0.381807
1000000, "Parallel", 0.890270
1000000, "Built-in", 0.383037
1000000, "Sequential", 0.456100
1000000, "Parallel", 0.614900
1000000, "Built-in", 0.467875
1000000, "Sequential", 0.431925
1000000, "Parallel", 0.612933
1000000, "Built-in", 0.400336
1000000, "Sequential", 0.391429
1000000, "Parallel", 1.035233
1000000, "Built-in", 0.450219
1000000, "Sequential", 0.367321
1000000, "Parallel", 0.665785
1000000, "Built-in", 0.362555
1000000, "Sequential", 0.399713
1000000, "Parallel", 0.665756
1000000, "Built-in", 0.772111
1000000, "Sequential", 1.032763
1000000, "Parallel", 0.838725
1000000, "Built-in", 0.449459
1000000, "Sequential", 0.444866
1000000, "Parallel", 0.640497
1000000, "Built-in", 0.565591
1000000, "Sequential", 0.439686
1000000, "Parallel", 0.569700
1000000, "Built-in", 0.502944
1000000, "Sequential", 0.441525
1000000, "Parallel", 0.609345
1000000, "Built-in", 0.405025
1000000, "Sequential", 0.422521
1000000, "Parallel", 0.748746
1000000, "Built-in", 0.398444
1000000, "Sequential", 0.358712
1000000, "Parallel", 0.574822
1000000, "Built-in", 0.390082
1000000, "Sequential", 0.453552
1000000, "Parallel", 0.601935
1000000, "Built-in", 0.454449
1000000, "Sequential", 0.421739
1000000, "Parallel", 0.557929
1000000, "Built-in", 0.395342
1000000, "Sequential", 0.399503
1000000, "Parallel", 0.541832
1000000, "Built-in", 0.378701
1000000, "Sequential", 0.369641
1000000, "Parallel", 0.655167
1000000, "Built-in", 0.570410
1000000, "Sequential", 0.373320
1000000, "Parallel", 0.527454
1000000, "Built-in", 0.398712
1000000, "Sequential", 0.398450
1000000, "Parallel", 0.557171
1000000, "Built-in", 0.373544
1000000, "Sequential", 0.386959
1000000, "Parallel", 1.002688
1000000, "Built-in", 0.481550
1000000, "Sequential", 0.349158
1000000, "Parallel", 0.593616
1000000, "Built-in", 0.355222
1000000, "Sequential", 0.418435
1000000, "Parallel", 0.653448
1000000, "Built-in", 0.398292
1000000, "Sequential", 0.461705
1000000, "Parallel", 0.580384
1000000, "Built-in", 0.347873
1000000, "Sequential", 0.468403
1000000, "Parallel", 0.615249
1000000, "Built-in", 0.352602
1000000, "Sequential", 0.361236
1000000, "Parallel", 0.696945
1000000, "Built-in", 0.463753
1000000, "Sequential", 0.372455
1000000, "Parallel", 0.630565
1000000, "Built-in", 0.354770
1000000, "Sequential", 0.364336
1000000, "Parallel", 1.030852
1000000, "Built-in", 0.418867
1000000, "Sequential", 0.631329
1000000, "Parallel", 0.616571
1000000, "Built-in", 0.375914
1000000, "Sequential", 0.364322
1000000, "Parallel", 0.613061
1000000, "Built-in", 0.393297
1000000, "Sequential", 0.376365
1000000, "Parallel", 0.920417
1000000, "Built-in", 0.397035
1000000, "Sequential", 0.489631
1000000, "Parallel", 0.667362
1000000, "Built-in", 0.384572
1000000, "Sequential", 0.383638
1000000, "Parallel", 0.504863
1000000, "Built-in", 0.372922
1000000, "Sequential", 0.366682
1000000, "Parallel", 1.060266
1000000, "Built-in", 0.362665
1000000, "Sequential", 0.368718
1000000, "Parallel", 0.668852
1000000, "Built-in", 0.376747
1000000, "Sequential", 0.384089
1000000, "Parallel", 0.626406
1000000, "Built-in", 0.498665
1000000, "Sequential", 0.380898
1000000, "Parallel", 0.595793
1000000, "Built-in", 0.431092
1000000, "Sequential", 0.398551
1000000, "Parallel", 0.667074
1000000, "Built-in", 0.376624
1000000, "Sequential", 0.418619
1000000, "Parallel", 0.704786
1000000, "Built-in", 0.380093
1000000, "Sequential", 0.391134
1000000, "Parallel", 0.689316
1000000, "Built-in", 0.368209
1000000, "Sequential", 0.464837
1000000, "Parallel", 0.834058
1000000, "Built-in", 0.447663
1000000, "Sequential", 0.438930
1000000, "Parallel", 0.625896
1000000, "Built-in", 0.400389
1000000, "Sequential", 0.409042
1000000, "Parallel", 1.274509
1000000, "Built-in", 1.108229
1000000, "Sequential", 0.890402
1000000, "Parallel", 1.357258
1000000, "Built-in", 0.798765
1000000, "Sequential", 0.976930
1000000, "Parallel", 1.523274
1000000, "Built-in", 0.865406
1000000, "Sequential", 0.850938
1000000, "Parallel", 1.577487
1000000, "Built-in", 0.967079
1000000, "Sequential", 0.837916
1000000, "Parallel", 1.456732
1000000, "Built-in", 0.806980
