Size, Type, Time
100, "Built-in", 0.000012
100, "Sequential", 0.000009
100, "Parallel", 0.012667
100, "Built-in", 0.000013
100, "Sequential", 0.000009
100, "Parallel", 0.004244
100, "Built-in", 0.000012
100, "Sequential", 0.000009
100, "Parallel", 0.005468
100, "Built-in", 0.000013
100, "Sequential", 0.000009
100, "Parallel", 0.022586
100, "Built-in", 0.000013
100, "Sequential", 0.000009
100, "Parallel", 0.010460
100, "Built-in", 0.000012
100, "Sequential", 0.000009
100, "Parallel", 0.003959
100, "Built-in", 0.000012
100, "Sequential", 0.000008
100, "Parallel", 0.014185
100, "Built-in", 0.000013
100, "Sequential", 0.000009
100, "Parallel", 0.013878
100, "Built-in", 0.000020
1000, "Sequential", 0.000145
1000, "Parallel", 0.065717
1000, "Built-in", 0.000667
1000, "Sequential", 0.000137
1000, "Parallel", 0.042433
1000, "Built-in", 0.000241
1000, "Sequential", 0.000135
1000, "Parallel", 0.052785
1000, "Built-in", 0.000332
1000, "Sequential", 0.000122
1000, "Parallel", 0.040502
1000, "Built-in", 0.000208
1000, "Sequential", 0.000122
1000, "Parallel", 0.063780
1000, "Built-in", 0.000193
1000, "Sequential", 0.000174
1000, "Parallel", 0.048914
1000, "Built-in", 0.000267
1000, "Sequential", 0.000149
1000, "Parallel", 0.039862
1000, "Built-in", 0.000322
1000, "Sequential", 0.000122
1000, "Parallel", 0.067186
1000, "Built-in", 0.000250
1000, "Sequential", 0.000123
1000, "Parallel", 0.041639
1000, "Built-in", 0.000199
1000, "Sequential", 0.000139
1000, "Parallel", 0.056313
1000, "Built-in", 0.000186
1000, "Sequential", 0.000121
1000, "Parallel", 0.029593
1000, "Built-in", 0.000656
1000, "Sequential", 0.000140
1000, "Parallel", 0.073077
1000, "Built-in", 0.000421
1000, "Sequential", 0.000123
1000, "Parallel", 0.033526
1000, "Built-in", 0.000552
1000, "Sequential", 0.000122
1000, "Parallel", 0.046610
1000, "Built-in", 0.000296
1000, "Sequential", 0.000122
1000, "Parallel", 0.067537
1000, "Built-in", 0.000186
1000, "Sequential", 0.000144
1000, "Parallel", 0.083020
1000, "Built-in", 0.000206
1000, "Sequential", 0.000122
1000, "Parallel", 0.068909
1000, "Built-in", 0.000318
1000, "Sequential", 0.000159
1000, "Parallel", 0.059968
1000, "Built-in", 0.000392
1000, "Sequential", 0.000130
1000, "Parallel", 0.034577
1000, "Built-in", 0.000192
1000, "Sequential", 0.000122
1000, "Parallel", 0.034033
1000, "Built-in", 0.000349
1000, "Sequential", 0.000161
1000, "Parallel", 0.021769
1000, "Built-in", 0.000409
1000, "Sequential", 0.000182
1000, "Parallel", 0.024530
1000, "Built-in", 0.000200
1000, "Sequential", 0.000133
1000, "Parallel", 0.066702
1000, "Built-in", 0.000409
1000, "Sequential", 0.000189
1000, "Parallel", 0.167074
1000, "Built-in", 0.000194
1000, "Sequential", 0.000138
1000, "Parallel", 0.202065
1000, "Built-in", 0.000260
1000, "Sequential", 0.000126
1000, "Parallel", 0.067281
1000, "Built-in", 0.000196
1000, "Sequential", 0.000175
1000, "Parallel", 0.033857
1000, "Built-in", 0.000301
1000, "Sequential", 0.000168
1000, "Parallel", 0.113881
1000, "Built-in", 0.000526
1000, "Sequential", 0.000118
1000, "Parallel", 0.053310
1000, "Built-in", 0.000297
1000, "Sequential", 0.000155
1000, "Parallel", 0.209077
1000, "Built-in", 0.000219
1000, "Sequential", 0.000164
1000, "Parallel", 0.185569
1000, "Built-in", 0.000255
1000, "Sequential", 0.000140
1000, "Parallel", 0.072122
1000, "Built-in", 0.000255
1000, "Sequential", 0.000120
1000, "Parallel", 0.105648
1000, "Built-in", 0.000434
1000, "Sequential", 0.000144
1000, "Parallel", 0.595805
1000, "Built-in", 0.016481
1000, "Sequential", 0.000396
1000, "Parallel", 0.198709
1000, "Built-in", 0.000201
1000, "Sequential", 0.000124
1000, "Parallel", 0.048100
1000, "Built-in", 0.000460
1000, "Sequential", 0.000136
1000, "Parallel", 0.040248
1000, "Built-in", 0.000192
1000, "Sequential", 0.000141
1000, "Parallel", 0.048562
1000, "Built-in", 0.000229
1000, "Sequential", 0.000391
1000, "Parallel", 0.061950
1000, "Built-in", 0.000459
1000, "Sequential", 0.000167
1000, "Parallel", 0.032629
1000, "Built-in", 0.000473
1000, "Sequential", 0.000229
1000, "Parallel", 0.050686
1000, "Built-in", 0.000197
1000, "Sequential", 0.000130
1000, "Parallel", 0.079444
1000, "Built-in", 0.000367
1000, "Sequential", 0.000117
1000, "Parallel", 0.025141
1000, "Built-in", 0.000266
1000, "Sequential", 0.000148
1000, "Parallel", 0.048665
1000, "Built-in", 0.000408
1000, "Sequential", 0.000181
1000, "Parallel", 0.041539
1000, "Built-in", 0.000194
1000, "Sequential", 0.000162
1000, "Parallel", 0.066913
1000, "Built-in", 0.000275
1000, "Sequential", 0.000124
1000, "Parallel", 0.057408
1000, "Built-in", 0.000190
1000, "Sequential", 0.000142
1000, "Parallel", 0.059033
1000, "Built-in", 0.000218
1000, "Sequential", 0.000142
1000, "Parallel", 0.031914
1000, "Built-in", 0.000245
1000, "Sequential", 0.000126
1000, "Parallel", 0.028771
1000, "Built-in", 0.000197
10000, "Sequential", 0.001954
10000, "Parallel", 0.109564
10000, "Built-in", 0.001933
10000, "Sequential", 0.002114
10000, "Parallel", 0.065225
10000, "Built-in", 0.001643
10000, "Sequential", 0.003010
10000, "Parallel", 0.205794
10000, "Built-in", 0.001600
10000, "Sequential", 0.005759
10000, "Parallel", 0.131676
10000, "Built-in", 0.002022
10000, "Sequential", 0.002507
10000, "Parallel", 0.081719
10000, "Built-in", 0.001692
10000, "Sequential", 0.003743
10000, "Parallel", 0.143227
10000, "Built-in", 0.001798
10000, "Sequential", 0.002921
10000, "Parallel", 0.241069
10000, "Built-in", 0.001595
10000, "Sequential", 0.001851
10000, "Parallel", 0.132084
10000, "Built-in", 0.001547
10000, "Sequential", 0.002120
10000, "Parallel", 0.123652
10000, "Built-in", 0.002269
10000, "Sequential", 0.002266
10000, "Parallel", 0.146678
10000, "Built-in", 0.001611
10000, "Sequential", 0.001743
10000, "Parallel", 0.146265
10000, "Built-in", 0.003824
10000, "Sequential", 0.001733
10000, "Parallel", 0.167414
10000, "Built-in", 0.001838
10000, "Sequential", 0.002601
10000, "Parallel", 0.120555
10000, "Built-in", 0.002017
10000, "Sequential", 0.001713
10000, "Parallel", 0.127954
10000, "Built-in", 0.001819
10000, "Sequential", 0.001941
10000, "Parallel", 0.202009
10000, "Built-in", 0.003545
10000, "Sequential", 0.001748
10000, "Parallel", 0.091793
10000, "Built-in", 0.005547
10000, "Sequential", 0.002470
10000, "Parallel", 0.086125
10000, "Built-in", 0.001847
10000, "Sequential", 0.003004
10000, "Parallel", 0.228349
10000, "Built-in", 0.001981
10000, "Sequential", 0.002132
10000, "Parallel", 0.254213
10000, "Built-in", 0.001948
10000, "Sequential", 0.010203
10000, "Parallel", 0.116830
10000, "Built-in", 0.002265
10000, "Sequential", 0.001739
10000, "Parallel", 0.091578
10000, "Built-in", 0.001693
10000, "Sequential", 0.001937
10000, "Parallel", 0.111071
10000, "Built-in", 0.002123
10000, "Sequential", 0.001947
10000, "Parallel", 0.260433
10000, "Built-in", 0.003588
10000, "Sequential", 0.004489
10000, "Parallel", 0.158698
10000, "Built-in", 0.002189
10000, "Sequential", 0.008682
10000, "Parallel", 0.162944
10000, "Built-in", 0.002566
10000, "Sequential", 0.003713
10000, "Parallel", 0.125826
10000, "Built-in", 0.003503
10000, "Sequential", 0.001956
10000, "Parallel", 0.142039
10000, "Built-in", 0.001844
10000, "Sequential", 0.001982
10000, "Parallel", 0.109154
10000, "Built-in", 0.002153
10000, "Sequential", 0.001726
10000, "Parallel", 0.127630
10000, "Built-in", 0.001518
10000, "Sequential", 0.001787
10000, "Parallel", 0.096610
10000, "Built-in", 0.001537
10000, "Sequential", 0.001819
10000, "Parallel", 0.200772
10000, "Built-in", 0.008277
10000, "Sequential", 0.002460
10000, "Parallel", 0.181978
10000, "Built-in", 0.001523
10000, "Sequential", 0.002643
10000, "Parallel", 0.124982
10000, "Built-in", 0.001593
10000, "Sequential", 0.002377
10000, "Parallel", 0.161126
10000, "Built-in", 0.001577
10000, "Sequential", 0.001914
10000, "Parallel", 0.128851
10000, "Built-in", 0.001762
10000, "Sequential", 0.001603
10000, "Parallel", 0.094456
10000, "Built-in", 0.003824
10000, "Sequential", 0.001677
10000, "Parallel", 0.146064
10000, "Built-in", 0.004464
10000, "Sequential", 0.001551
10000, "Parallel", 0.082905
10000, "Built-in", 0.001662
10000, "Sequential", 0.001743
10000, "Parallel", 0.067336
10000, "Built-in", 0.006408
10000, "Sequential", 0.001586
10000, "Parallel", 0.069334
10000, "Built-in", 0.004498
10000, "Sequential", 0.001757
10000, "Parallel", 0.074464
10000, "Built-in", 0.007754
10000, "Sequential", 0.002409
10000, "Parallel", 0.119421
10000, "Built-in", 0.008817
10000, "Sequential", 0.001675
10000, "Parallel", 0.079829
10000, "Built-in", 0.002082
10000, "Sequential", 0.001880
10000, "Parallel", 0.082719
10000, "Built-in", 0.002793
10000, "Sequential", 0.001978
10000, "Parallel", 0.087772
10000, "Built-in", 0.001596
10000, "Sequential", 0.001566
10000, "Parallel", 0.114922
10000, "Built-in", 0.001848
10000, "Sequential", 0.003073
10000, "Parallel", 0.154201
10000, "Built-in", 0.005845
10000, "Sequential", 0.003070
10000, "Parallel", 0.129091
10000, "Built-in", 0.003298
10000, "Sequential", 0.007605
10000, "Parallel", 0.071963
10000, "Built-in", 0.001985
10000, "Sequential", 0.005494
10000, "Parallel", 0.080564
10000, "Built-in", 0.001792
100000, "Sequential", 0.030080
100000, "Parallel", 0.200563
100000, "Built-in", 0.031665
100000, "Sequential", 0.029372
100000, "Parallel", 0.176155
100000, "Built-in", 0.033799
100000, "Sequential", 0.031677
100000, "Parallel", 0.128063
100000, "Built-in", 0.033257
100000, "Sequential", 0.026529
100000, "Parallel", 0.169511
100000, "Built-in", 0.026271
100000, "Sequential", 0.034011
100000, "Parallel", 0.252297
100000, "Built-in", 0.026466
100000, "Sequential", 0.030350
100000, "Parallel", 0.154124
100000, "Built-in", 0.049295
100000, "Sequential", 0.032672
100000, "Parallel", 0.269460
100000, "Built-in", 0.036210
100000, "Sequential", 0.025037
100000, "Parallel", 0.164131
100000, "Built-in", 0.030924
100000, "Sequential", 0.033833
100000, "Parallel", 0.164875
100000, "Built-in", 0.034360
100000, "Sequential", 0.022376
100000, "Parallel", 0.197610
100000, "Built-in", 0.035881
100000, "Sequential", 0.034284
100000, "Parallel", 0.193434
100000, "Built-in", 0.043633
100000, "Sequential", 0.023922
100000, "Parallel", 0.290585
100000, "Built-in", 0.026379
100000, "Sequential", 0.033421
100000, "Parallel", 0.206822
100000, "Built-in", 0.043400
100000, "Sequential", 0.042653
100000, "Parallel", 0.312521
100000, "Built-in", 0.027386
100000, "Sequential", 0.026246
100000, "Parallel", 0.259471
100000, "Built-in", 0.026330
100000, "Sequential", 0.031935
100000, "Parallel", 0.202424
100000, "Built-in", 0.024941
100000, "Sequential", 0.028124
100000, "Parallel", 0.140190
100000, "Built-in", 0.032971
100000, "Sequential", 0.032419
100000, "Parallel", 0.241489
100000, "Built-in", 0.036668
100000, "Sequential", 0.031037
100000, "Parallel", 0.247707
100000, "Built-in", 0.033039
100000, "Sequential", 0.027315
100000, "Parallel", 0.196700
100000, "Built-in", 0.039572
100000, "Sequential", 0.034286
100000, "Parallel", 0.321491
100000, "Built-in", 0.037375
100000, "Sequential", 0.028719
100000, "Parallel", 0.183958
100000, "Built-in", 0.029025
100000, "Sequential", 0.024943
100000, "Parallel", 0.317358
100000, "Built-in", 0.041302
100000, "Sequential", 0.032235
100000, "Parallel", 0.294409
100000, "Built-in", 0.027528
100000, "Sequential", 0.030211
100000, "Parallel", 0.253140
100000, "Built-in", 0.036854
100000, "Sequential", 0.025702
100000, "Parallel", 0.369372
100000, "Built-in", 0.042877
100000, "Sequential", 0.036804
100000, "Parallel", 0.173153
100000, "Built-in", 0.029362
100000, "Sequential", 0.030109
100000, "Parallel", 0.164256
100000, "Built-in", 0.033979
100000, "Sequential", 0.030816
100000, "Parallel", 0.184750
100000, "Built-in", 0.029057
100000, "Sequential", 0.033611
100000, "Parallel", 0.183005
100000, "Built-in", 0.030515
100000, "Sequential", 0.039880
100000, "Parallel", 0.224274
100000, "Built-in", 0.027325
100000, "Sequential", 0.029105
100000, "Parallel", 0.188770
100000, "Built-in", 0.028339
100000, "Sequential", 0.032710
100000, "Parallel", 0.205984
100000, "Built-in", 0.037287
100000, "Sequential", 0.029038
100000, "Parallel", 0.180589
100000, "Built-in", 0.033012
100000, "Sequential", 0.033351
100000, "Parallel", 0.194277
100000, "Built-in", 0.032535
100000, "Sequential", 0.028096
100000, "Parallel", 0.232037
100000, "Built-in", 0.044476
100000, "Sequential", 0.041852
100000, "Parallel", 0.144917
100000, "Built-in", 0.025775
100000, "Sequential", 0.032983
100000, "Parallel", 0.234640
100000, "Built-in", 0.041415
100000, "Sequential", 0.029839
100000, "Parallel", 0.165617
100000, "Built-in", 0.036374
100000, "Sequential", 0.026538
100000, "Parallel", 0.154294
100000, "Built-in", 0.029224
100000, "Sequential", 0.047040
100000, "Parallel", 0.527986
100000, "Built-in", 0.030555
100000, "Sequential", 0.029910
100000, "Parallel", 0.161624
100000, "Built-in", 0.036102
100000, "Sequential", 0.030621
100000, "Parallel", 0.240242
100000, "Built-in", 0.026318
100000, "Sequential", 0.034515
100000, "Parallel", 0.298483
100000, "Built-in", 0.048763
100000, "Sequential", 0.037857
100000, "Parallel", 0.238587
100000, "Built-in", 0.042200
100000, "Sequential", 0.029482
100000, "Parallel", 0.195129
100000, "Built-in", 0.052976
100000, "Sequential", 0.053794
100000, "Parallel", 0.243352
100000, "Built-in", 0.030647
100000, "Sequential", 0.036170
100000, "Parallel", 0.226115
100000, "Built-in", 0.031275
100000, "Sequential", 0.057144
100000, "Parallel", 0.178696
100000, "Built-in", 0.036116
100000, "Sequential", 0.030485
100000, "Parallel", 0.147365
100000, "Built-in", 0.031154
1000000, "Sequential", 0.420700
1000000, "Parallel", 0.612078
1000000, "Built-in", 0.401803
1000000, "Sequential", 0.458140
1000000, "Parallel", 0.771505
1000000, "Built-in", 0.402963
1000000, "Sequential", 0.377252
1000000, "Parallel", 0.533270
1000000, "Built-in", 0.391935
1000000, "Sequential", 0.432190
1000000, "Parallel", 0.650856
1000000, "Built-in", 0.386753
1000000, "Sequential", 0.377693
1000000, "Parallel", 0.696068
1000000, "Built-in", 0.363193
1000000, "Sequential", 0.349897
1000000, "Parallel", 0.519021
1000000, "Built-in", 0.432861
1000000, "Sequential", 0.447704
1000000, "Parallel", 0.578729
1000000, "Built-in", 0.362346
1000000, "Sequential", 0.351763
1000000, "Parallel", 0.578764
1000000, "Built-in", 0.379832
1000000, "Sequential", 0.466082
1000000, "Parallel", 0.723285
1000000, "Built-in", 0.440219
1000000, "Sequential", 0.360523
1000000, "Parallel", 0.545314
1000000, "Built-in", 0.383886
1000000, "Sequential", 0.375497
1000000, "Parallel", 0.557509
1000000, "Built-in", 0.374538
1000000, "Sequential", 0.361276
1000000, "Parallel", 0.844698
1000000, "Built-in", 0.357173
1000000, "Sequential", 0.466063
1000000, "Parallel", 0.559800
1000000, "Built-in", 0.394435
1000000, "Sequential", 0.339389
1000000, "Parallel", 0.624146
1000000, "Built-in", 0.387163
1000000, "Sequential", 0.459980
1000000, "Parallel", 0.601781
1000000, "Built-in", 0.503497
1000000, "Sequential", 0.362998
1000000, "Parallel", 0.581413
1000000, "Built-in", 0.356432
1000000, "Sequential", 0.378509
1000000, "Parallel", 0.570065
1000000, "Built-in", 0.436976
1000000, "Sequential", 0.384904
1000000, "Parallel", 0.651473
1000000, "Built-in", 0.373279
1000000, "Sequential", 0.466066
1000000, "Parallel", 0.687929
1000000, "Built-in", 0.363752
1000000, "Sequential", 0.365069
1000000, "Parallel", 0.685224
1000000, "Built-in", 0.441739
1000000, "Sequential", 0.380712
1000000, "Parallel", 0.560192
1000000, "Built-in", 0.364353
1000000, "Sequential", 0.351586
1000000, "Parallel", 0.694595
1000000, "Built-in", 0.356920
1000000, "Sequential", 0.374174
1000000, "Parallel", 0.749374
1000000, "Built-in", 0.364374
1000000, "Sequential", 0.379189
1000000, "Parallel", 0.678092
1000000, "Built-in", 0.377127
1000000, "Sequential", 0.365693
1000000, "Parallel", 0.597499
1000000, "Built-in", 0.510989
1000000, "Sequential", 0.408773
1000000, "Parallel", 0.558613
1000000, "Built-in", 0.366182
1000000, "Sequential", 0.408653
1000000, "Parallel", 0.593139
1000000, "Built-in", 0.389400
1000000, "Sequential", 0.373542
1000000, "Parallel", 0.705666
1000000, "Built-in", 0.436434
1000000, "Sequential", 0.409258
1000000, "Parallel", 0.672988
1000000, "Built-in", 0.356007
1000000, "Sequential", 0.349879
1000000, "Parallel", 0.548856
1000000, "Built-in", 0.415821
1000000, "Sequential", 0.366449
1000000, "Parallel", 0.833702
1000000, "Built-in", 0.375820
1000000, "Sequential", 0.349450
1000000, "Parallel", 0.666448
1000000, "Built-in", 0.447892
1000000, "Sequential", 0.345892
1000000, "Parallel", 0.576381
1000000, "Built-in", 0.430216
1000000, "Sequential", 0.409641
1000000, "Parallel", 0.568982
1000000, "Built-in", 0.425870
1000000, "Sequential", 0.399554
1000000, "Parallel", 0.604523
1000000, "Built-in", 0.520040
1000000, "Sequential", 0.387757
1000000, "Parallel", 0.712584
1000000, "Built-in", 0.416611
1000000, "Sequential", 0.356477
1000000, "Parallel", 0.534774
1000000, "Built-in", 0.404236
1000000, "Sequential", 0.364254
1000000, "Parallel", 0.553090
1000000, "Built-in", 0.358290
1000000, "Sequential", 0.373542
1000000, "Parallel", 0.914702
1000000, "Built-in", 0.347964
1000000, "Sequential", 0.367272
1000000, "Parallel", 0.530258
1000000, "Built-in", 0.378922
1000000, "Sequential", 0.365393
1000000, "Parallel", 0.633437
1000000, "Built-in", 0.374118
1000000, "Sequential", 0.519096
1000000, "Parallel", 0.632271
1000000, "Built-in", 0.434703
1000000, "Sequential", 0.381737
1000000, "Parallel", 0.566732
1000000, "Built-in", 0.384663
1000000, "Sequential", 0.372569
1000000, "Parallel", 0.571501
1000000, "Built-in", 0.482979
1000000, "Sequential", 0.350062
1000000, "Parallel", 0.617603
1000000, "Built-in", 0.446224
1000000, "Sequential", 0.465398
1000000, "Parallel", 0.600753
1000000, "Built-in", 0.384903
1000000, "Sequential", 0.348376
1000000, "Parallel", 0.883917
1000000, "Built-in", 0.432264
1000000, "Sequential", 0.376958
1000000, "Parallel", 0.549947
1000000, "Built-in", 0.357678
1000000, "Sequential", 0.348113
1000000, "Parallel", 0.756604
1000000, "Built-in", 0.364657
1000000, "Sequential", 0.453484
1000000, "Parallel", 0.612721
1000000, "Built-in", 0.382771
