Size, Type, Time
100, "Built-in", 0.000014
100, "Sequential", 0.000009
100, "Parallel", 0.013500
100, "Built-in", 0.000016
100, "Sequential", 0.000010
100, "Parallel", 0.004063
100, "Built-in", 0.000016
100, "Sequential", 0.000011
100, "Parallel", 0.014324
100, "Built-in", 0.000016
100, "Sequential", 0.000009
100, "Parallel", 0.012164
100, "Built-in", 0.000012
100, "Sequential", 0.000011
100, "Parallel", 0.010605
100, "Built-in", 0.000016
100, "Sequential", 0.000011
100, "Parallel", 0.011212
100, "Built-in", 0.000015
100, "Sequential", 0.000011
100, "Parallel", 0.007872
100, "Built-in", 0.000017
100, "Sequential", 0.000011
100, "Parallel", 0.008513
100, "Built-in", 0.000013
100, "Sequential", 0.000012
100, "Parallel", 0.004115
100, "Built-in", 0.000020
100, "Sequential", 0.000009
100, "Parallel", 0.017159
100, "Built-in", 0.000012
100, "Sequential", 0.000011
100, "Parallel", 0.007390
100, "Built-in", 0.000012
100, "Sequential", 0.000009
100, "Parallel", 0.004571
100, "Built-in", 0.000017
100, "Sequential", 0.000011
100, "Parallel", 0.004510
100, "Built-in", 0.000012
100, "Sequential", 0.000009
100, "Parallel", 0.007575
100, "Built-in", 0.000077
100, "Sequential", 0.000011
100, "Parallel", 0.006702
100, "Built-in", 0.000013
100, "Sequential", 0.000009
100, "Parallel", 0.006510
100, "Built-in", 0.000015
100, "Sequential", 0.000012
100, "Parallel", 0.027598
100, "Built-in", 0.000013
100, "Sequential", 0.000009
100, "Parallel", 0.013660
100, "Built-in", 0.000014
100, "Sequential", 0.000009
100, "Parallel", 0.021695
100, "Built-in", 0.000013
100, "Sequential", 0.000009
100, "Parallel", 0.009117
100, "Built-in", 0.000013
100, "Sequential", 0.000011
100, "Parallel", 0.027852
100, "Built-in", 0.000014
100, "Sequential", 0.000018
100, "Parallel", 0.006073
100, "Built-in", 0.000016
100, "Sequential", 0.000011
100, "Parallel", 0.009161
100, "Built-in", 0.000013
100, "Sequential", 0.000010
100, "Parallel", 0.010180
100, "Built-in", 0.000016
100, "Sequential", 0.000010
100, "Parallel", 0.033330
100, "Built-in", 0.000017
1000, "Sequential", 0.000117
1000, "Parallel", 0.154306
1000, "Built-in", 0.000497
1000, "Sequential", 0.000159
1000, "Parallel", 0.104835
1000, "Built-in", 0.000228
1000, "Sequential", 0.000277
1000, "Parallel", 0.240044
1000, "Built-in", 0.000243
1000, "Sequential", 0.000335
1000, "Parallel", 0.066207
1000, "Built-in", 0.000307
1000, "Sequential", 0.000361
1000, "Parallel", 0.213363
1000, "Built-in", 0.000378
1000, "Sequential", 0.000142
1000, "Parallel", 0.167128
1000, "Built-in", 0.000407
1000, "Sequential", 0.000211
1000, "Parallel", 0.083734
1000, "Built-in", 0.000291
1000, "Sequential", 0.001425
1000, "Parallel", 0.080501
1000, "Built-in", 0.000960
1000, "Sequential", 0.000123
1000, "Parallel", 0.032071
1000, "Built-in", 0.000221
1000, "Sequential", 0.000123
1000, "Parallel", 0.028811
1000, "Built-in", 0.000194
1000, "Sequential", 0.000173
1000, "Parallel", 0.027291
1000, "Built-in", 0.000972
1000, "Sequential", 0.000148
1000, "Parallel", 0.035317
1000, "Built-in", 0.000261
1000, "Sequential", 0.000376
1000, "Parallel", 0.033060
1000, "Built-in", 0.000384
1000, "Sequential", 0.000130
1000, "Parallel", 0.024748
1000, "Built-in", 0.000192
1000, "Sequential", 0.000122
1000, "Parallel", 0.026607
1000, "Built-in", 0.000210
1000, "Sequential", 0.000148
1000, "Parallel", 0.054139
1000, "Built-in", 0.000272
1000, "Sequential", 0.000133
1000, "Parallel", 0.030808
1000, "Built-in", 0.000189
1000, "Sequential", 0.000158
1000, "Parallel", 0.038841
1000, "Built-in", 0.000190
1000, "Sequential", 0.000123
1000, "Parallel", 0.040157
1000, "Built-in", 0.000215
1000, "Sequential", 0.000133
1000, "Parallel", 0.033633
1000, "Built-in", 0.000186
1000, "Sequential", 0.000224
1000, "Parallel", 0.047846
1000, "Built-in", 0.000479
1000, "Sequential", 0.000198
1000, "Parallel", 0.050774
1000, "Built-in", 0.000264
1000, "Sequential", 0.000162
1000, "Parallel", 0.057135
1000, "Built-in", 0.000631
1000, "Sequential", 0.000127
1000, "Parallel", 0.026451
1000, "Built-in", 0.000438
1000, "Sequential", 0.000138
1000, "Parallel", 0.023072
1000, "Built-in", 0.000231
1000, "Sequential", 0.000145
1000, "Parallel", 0.042922
1000, "Built-in", 0.000188
1000, "Sequential", 0.000132
1000, "Parallel", 0.116576
1000, "Built-in", 0.000461
1000, "Sequential", 0.000147
1000, "Parallel", 0.044055
1000, "Built-in", 0.000184
1000, "Sequential", 0.000119
1000, "Parallel", 0.079430
1000, "Built-in", 0.000222
1000, "Sequential", 0.000141
1000, "Parallel", 0.040088
1000, "Built-in", 0.000262
1000, "Sequential", 0.000129
1000, "Parallel", 0.041703
1000, "Built-in", 0.000217
1000, "Sequential", 0.000116
1000, "Parallel", 0.066754
1000, "Built-in", 0.000196
1000, "Sequential", 0.000120
1000, "Parallel", 0.101390
1000, "Built-in", 0.004855
1000, "Sequential", 0.000209
1000, "Parallel", 0.042830
1000, "Built-in", 0.000267
1000, "Sequential", 0.000117
1000, "Parallel", 0.042765
1000, "Built-in", 0.000186
1000, "Sequential", 0.000121
1000, "Parallel", 0.044967
1000, "Built-in", 0.000221
1000, "Sequential", 0.000149
1000, "Parallel", 0.035267
1000, "Built-in", 0.000323
1000, "Sequential", 0.000481
1000, "Parallel", 0.045480
1000, "Built-in", 0.000238
1000, "Sequential", 0.000138
1000, "Parallel", 0.042931
1000, "Built-in", 0.000346
1000, "Sequential", 0.000176
1000, "Parallel", 0.057251
1000, "Built-in", 0.000439
1000, "Sequential", 0.000124
1000, "Parallel", 0.064021
1000, "Built-in", 0.000375
1000, "Sequential", 0.000223
1000, "Parallel", 0.039992
1000, "Built-in", 0.000309
1000, "Sequential", 0.000214
1000, "Parallel", 0.045515
1000, "Built-in", 0.000206
1000, "Sequential", 0.000117
1000, "Parallel", 0.053299
1000, "Built-in", 0.000247
1000, "Sequential", 0.000118
1000, "Parallel", 0.051895
1000, "Built-in", 0.000198
1000, "Sequential", 0.000194
1000, "Parallel", 0.027188
1000, "Built-in", 0.000226
1000, "Sequential", 0.000134
1000, "Parallel", 0.136354
1000, "Built-in", 0.000317
1000, "Sequential", 0.000144
1000, "Parallel", 0.062545
1000, "Built-in", 0.000337
1000, "Sequential", 0.000131
1000, "Parallel", 0.046871
1000, "Built-in", 0.000247
1000, "Sequential", 0.000117
1000, "Parallel", 0.036758
1000, "Built-in", 0.000316
10000, "Sequential", 0.002354
10000, "Parallel", 0.218976
10000, "Built-in", 0.001630
10000, "Sequential", 0.001578
10000, "Parallel", 0.132965
10000, "Built-in", 0.002356
10000, "Sequential", 0.004443
10000, "Parallel", 0.150505
10000, "Built-in", 0.001906
10000, "Sequential", 0.001633
10000, "Parallel", 0.117639
10000, "Built-in", 0.002141
10000, "Sequential", 0.002186
10000, "Parallel", 0.145729
10000, "Built-in", 0.001937
10000, "Sequential", 0.002198
10000, "Parallel", 0.217101
10000, "Built-in", 0.001826
10000, "Sequential", 0.002277
10000, "Parallel", 0.470389
10000, "Built-in", 0.024985
10000, "Sequential", 0.006174
10000, "Parallel", 0.428420
10000, "Built-in", 0.011140
10000, "Sequential", 0.005546
10000, "Parallel", 0.297414
10000, "Built-in", 0.001677
10000, "Sequential", 0.002299
10000, "Parallel", 0.127294
10000, "Built-in", 0.002404
10000, "Sequential", 0.002302
10000, "Parallel", 0.081431
10000, "Built-in", 0.002263
10000, "Sequential", 0.001681
10000, "Parallel", 0.109162
10000, "Built-in", 0.001784
10000, "Sequential", 0.001716
10000, "Parallel", 0.216908
10000, "Built-in", 0.001698
10000, "Sequential", 0.001986
10000, "Parallel", 0.130076
10000, "Built-in", 0.001903
10000, "Sequential", 0.002502
10000, "Parallel", 0.175540
10000, "Built-in", 0.002381
10000, "Sequential", 0.002145
10000, "Parallel", 0.106911
10000, "Built-in", 0.002636
10000, "Sequential", 0.002462
10000, "Parallel", 0.155179
10000, "Built-in", 0.003578
10000, "Sequential", 0.001896
10000, "Parallel", 0.105849
10000, "Built-in", 0.002484
10000, "Sequential", 0.002238
10000, "Parallel", 0.127122
10000, "Built-in", 0.002034
10000, "Sequential", 0.006250
10000, "Parallel", 0.067622
10000, "Built-in", 0.001980
10000, "Sequential", 0.003226
10000, "Parallel", 0.102563
10000, "Built-in", 0.002503
10000, "Sequential", 0.001915
10000, "Parallel", 0.083037
10000, "Built-in", 0.001962
10000, "Sequential", 0.007495
10000, "Parallel", 0.089371
10000, "Built-in", 0.004666
10000, "Sequential", 0.001893
10000, "Parallel", 0.088737
10000, "Built-in", 0.004935
10000, "Sequential", 0.001654
10000, "Parallel", 0.117024
10000, "Built-in", 0.001760
10000, "Sequential", 0.001862
10000, "Parallel", 0.109921
10000, "Built-in", 0.001958
10000, "Sequential", 0.002061
10000, "Parallel", 0.066459
10000, "Built-in", 0.001764
10000, "Sequential", 0.001844
10000, "Parallel", 0.153106
10000, "Built-in", 0.002580
10000, "Sequential", 0.001676
10000, "Parallel", 0.083128
10000, "Built-in", 0.001658
10000, "Sequential", 0.003449
10000, "Parallel", 0.075658
10000, "Built-in", 0.001698
10000, "Sequential", 0.001560
10000, "Parallel", 0.181288
10000, "Built-in", 0.010108
10000, "Sequential", 0.005979
10000, "Parallel", 0.083330
10000, "Built-in", 0.002099
10000, "Sequential", 0.002086
10000, "Parallel", 0.170709
10000, "Built-in", 0.003750
10000, "Sequential", 0.002721
10000, "Parallel", 0.223990
10000, "Built-in", 0.002577
10000, "Sequential", 0.002689
10000, "Parallel", 0.169643
10000, "Built-in", 0.002109
10000, "Sequential", 0.002055
10000, "Parallel", 0.137594
10000, "Built-in", 0.001913
10000, "Sequential", 0.002742
10000, "Parallel", 0.115394
10000, "Built-in", 0.009927
10000, "Sequential", 0.002183
10000, "Parallel", 0.122661
10000, "Built-in", 0.002091
10000, "Sequential", 0.001989
10000, "Parallel", 0.080322
10000, "Built-in", 0.004468
10000, "Sequential", 0.001858
10000, "Parallel", 0.112718
10000, "Built-in", 0.001749
10000, "Sequential", 0.001685
10000, "Parallel", 0.127595
10000, "Built-in", 0.001842
10000, "Sequential", 0.001603
10000, "Parallel", 0.096214
10000, "Built-in", 0.002939
10000, "Sequential", 0.002017
10000, "Parallel", 0.222808
10000, "Built-in", 0.004804
10000, "Sequential", 0.019161
10000, "Parallel", 0.189509
10000, "Built-in", 0.005638
10000, "Sequential", 0.001889
10000, "Parallel", 0.160406
10000, "Built-in", 0.001545
10000, "Sequential", 0.004509
10000, "Parallel", 0.226410
10000, "Built-in", 0.001541
10000, "Sequential", 0.001615
10000, "Parallel", 0.329425
10000, "Built-in", 0.001720
10000, "Sequential", 0.002566
10000, "Parallel", 0.152031
10000, "Built-in", 0.005694
10000, "Sequential", 0.001567
10000, "Parallel", 0.081409
10000, "Built-in", 0.001630
10000, "Sequential", 0.001723
10000, "Parallel", 0.078856
10000, "Built-in", 0.001701
100000, "Sequential", 0.033840
100000, "Parallel", 0.285877
100000, "Built-in", 0.034648
100000, "Sequential", 0.041642
100000, "Parallel", 0.201664
100000, "Built-in", 0.041373
100000, "Sequential", 0.083822
100000, "Parallel", 0.143373
100000, "Built-in", 0.024357
100000, "Sequential", 0.026290
100000, "Parallel", 0.155249
100000, "Built-in", 0.046193
100000, "Sequential", 0.029869
100000, "Parallel", 0.490290
100000, "Built-in", 0.055479
100000, "Sequential", 0.034141
100000, "Parallel", 0.252457
100000, "Built-in", 0.035431
100000, "Sequential", 0.046686
100000, "Parallel", 0.198441
100000, "Built-in", 0.056706
100000, "Sequential", 0.092946
100000, "Parallel", 0.299990
100000, "Built-in", 0.045327
100000, "Sequential", 0.048694
100000, "Parallel", 0.481716
100000, "Built-in", 0.076895
100000, "Sequential", 0.100413
100000, "Parallel", 0.539337
100000, "Built-in", 0.036966
100000, "Sequential", 0.046972
100000, "Parallel", 0.496564
100000, "Built-in", 0.036706
100000, "Sequential", 0.037600
100000, "Parallel", 0.494823
100000, "Built-in", 0.139941
100000, "Sequential", 0.117344
100000, "Parallel", 0.533423
100000, "Built-in", 0.078124
100000, "Sequential", 0.049777
100000, "Parallel", 0.385925
100000, "Built-in", 0.029324
100000, "Sequential", 0.024549
100000, "Parallel", 0.206752
100000, "Built-in", 0.047904
100000, "Sequential", 0.052531
100000, "Parallel", 0.221376
100000, "Built-in", 0.035563
100000, "Sequential", 0.027975
100000, "Parallel", 0.534035
100000, "Built-in", 0.050017
100000, "Sequential", 0.062075
100000, "Parallel", 0.447013
100000, "Built-in", 0.074308
100000, "Sequential", 0.073130
100000, "Parallel", 1.103822
100000, "Built-in", 0.085276
100000, "Sequential", 0.099823
100000, "Parallel", 0.326312
100000, "Built-in", 0.033372
100000, "Sequential", 0.034363
100000, "Parallel", 0.400792
100000, "Built-in", 0.047843
100000, "Sequential", 0.041038
100000, "Parallel", 0.321078
100000, "Built-in", 0.049186
100000, "Sequential", 0.080077
100000, "Parallel", 0.401904
100000, "Built-in", 0.044101
100000, "Sequential", 0.054493
100000, "Parallel", 0.416721
100000, "Built-in", 0.043083
100000, "Sequential", 0.041048
100000, "Parallel", 0.310014
100000, "Built-in", 0.031075
100000, "Sequential", 0.028168
100000, "Parallel", 1.254803
100000, "Built-in", 0.082455
100000, "Sequential", 0.066169
100000, "Parallel", 0.683462
100000, "Built-in", 0.059560
100000, "Sequential", 0.053318
100000, "Parallel", 0.484776
100000, "Built-in", 0.070472
100000, "Sequential", 0.051947
100000, "Parallel", 0.200980
100000, "Built-in", 0.036466
100000, "Sequential", 0.038719
100000, "Parallel", 0.375685
100000, "Built-in", 0.035416
100000, "Sequential", 0.042978
100000, "Parallel", 0.201348
100000, "Built-in", 0.042104
100000, "Sequential", 0.025364
100000, "Parallel", 0.412217
100000, "Built-in", 0.039168
100000, "Sequential", 0.065739
100000, "Parallel", 0.552640
100000, "Built-in", 0.042102
100000, "Sequential", 0.037759
100000, "Parallel", 0.202253
100000, "Built-in", 0.040036
100000, "Sequential", 0.024773
100000, "Parallel", 0.254462
100000, "Built-in", 0.022152
100000, "Sequential", 0.026626
100000, "Parallel", 0.313145
100000, "Built-in", 0.102650
100000, "Sequential", 0.055551
100000, "Parallel", 0.543452
100000, "Built-in", 0.049384
100000, "Sequential", 0.030442
100000, "Parallel", 0.368622
100000, "Built-in", 0.037826
100000, "Sequential", 0.058520
100000, "Parallel", 0.223880
100000, "Built-in", 0.034089
100000, "Sequential", 0.041315
100000, "Parallel", 0.651246
100000, "Built-in", 0.040972
100000, "Sequential", 0.035510
100000, "Parallel", 0.340504
100000, "Built-in", 0.058503
100000, "Sequential", 0.059004
100000, "Parallel", 0.410458
100000, "Built-in", 0.036589
100000, "Sequential", 0.051112
100000, "Parallel", 0.202507
100000, "Built-in", 0.031822
100000, "Sequential", 0.035744
100000, "Parallel", 0.370949
100000, "Built-in", 0.043947
100000, "Sequential", 0.049279
100000, "Parallel", 0.380844
100000, "Built-in", 0.038481
100000, "Sequential", 0.055259
100000, "Parallel", 0.299258
100000, "Built-in", 0.038037
100000, "Sequential", 0.080225
100000, "Parallel", 0.567662
100000, "Built-in", 0.046261
100000, "Sequential", 0.050494
100000, "Parallel", 0.259653
100000, "Built-in", 0.036294
100000, "Sequential", 0.031932
100000, "Parallel", 0.187333
100000, "Built-in", 0.037533
100000, "Sequential", 0.036019
100000, "Parallel", 0.575388
100000, "Built-in", 0.021864
1000000, "Sequential", 0.394553
1000000, "Parallel", 0.639195
1000000, "Built-in", 0.384671
1000000, "Sequential", 0.354897
1000000, "Parallel", 0.507285
1000000, "Built-in", 0.334453
1000000, "Sequential", 0.385132
1000000, "Parallel", 0.616505
1000000, "Built-in", 0.360112
1000000, "Sequential", 0.332660
1000000, "Parallel", 0.534359
1000000, "Built-in", 0.324381
1000000, "Sequential", 0.328717
1000000, "Parallel", 0.800237
1000000, "Built-in", 0.466977
1000000, "Sequential", 0.488968
1000000, "Parallel", 1.398957
1000000, "Built-in", 0.666996
1000000, "Sequential", 0.723079
1000000, "Parallel", 0.846332
1000000, "Built-in", 0.561143
1000000, "Sequential", 0.696338
1000000, "Parallel", 1.084859
1000000, "Built-in", 0.499311
1000000, "Sequential", 0.470379
1000000, "Parallel", 1.006118
1000000, "Built-in", 0.597033
1000000, "Sequential", 0.518201
1000000, "Parallel", 0.867246
1000000, "Built-in", 0.587879
1000000, "Sequential", 0.487264
1000000, "Parallel", 1.111926
1000000, "Built-in", 0.792511
1000000, "Sequential", 0.487142
1000000, "Parallel", 0.625985
1000000, "Built-in", 0.466044
1000000, "Sequential", 0.354501
1000000, "Parallel", 0.754506
1000000, "Built-in", 0.485862
1000000, "Sequential", 0.429499
1000000, "Parallel", 0.667721
1000000, "Built-in", 0.390920
1000000, "Sequential", 0.387922
1000000, "Parallel", 0.654918
1000000, "Built-in", 0.394903
1000000, "Sequential", 0.367396
1000000, "Parallel", 0.984383
1000000, "Built-in", 0.393747
1000000, "Sequential", 0.375003
1000000, "Parallel", 0.534187
1000000, "Built-in", 0.396504
1000000, "Sequential", 0.544572
1000000, "Parallel", 1.104257
1000000, "Built-in", 0.566683
1000000, "Sequential", 0.630701
1000000, "Parallel", 1.509459
1000000, "Built-in", 0.537505
1000000, "Sequential", 0.338365
1000000, "Parallel", 0.592713
1000000, "Built-in", 0.319248
1000000, "Sequential", 0.365067
1000000, "Parallel", 0.672778
1000000, "Built-in", 0.370663
1000000, "Sequential", 0.297812
1000000, "Parallel", 0.409115
1000000, "Built-in", 0.301307
1000000, "Sequential", 0.372086
1000000, "Parallel", 0.385558
1000000, "Built-in", 0.237154
1000000, "Sequential", 0.265398
1000000, "Parallel", 0.352109
1000000, "Built-in", 0.273484
1000000, "Sequential", 0.247824
1000000, "Parallel", 0.305938
1000000, "Built-in", 0.260173
1000000, "Sequential", 0.279668
1000000, "Parallel", 0.327971
1000000, "Built-in", 0.237836
1000000, "Sequential", 0.287642
1000000, "Parallel", 0.350000
1000000, "Built-in", 0.252102
1000000, "Sequential", 0.290116
1000000, "Parallel", 0.345955
1000000, "Built-in", 0.269374
1000000, "Sequential", 0.242536
1000000, "Parallel", 0.325090
1000000, "Built-in", 0.273735
1000000, "Sequential", 0.242943
1000000, "Parallel", 0.316611
1000000, "Built-in", 0.232742
1000000, "Sequential", 0.250929
1000000, "Parallel", 0.306499
1000000, "Built-in", 0.232312
1000000, "Sequential", 0.249053
1000000, "Parallel", 0.319149
1000000, "Built-in", 0.241346
1000000, "Sequential", 0.251071
1000000, "Parallel", 0.374027
1000000, "Built-in", 0.233582
1000000, "Sequential", 0.241433
1000000, "Parallel", 0.316092
1000000, "Built-in", 0.235048
1000000, "Sequential", 0.245995
1000000, "Parallel", 0.316922
1000000, "Built-in", 0.235175
1000000, "Sequential", 0.242685
1000000, "Parallel", 0.324747
1000000, "Built-in", 0.233146
1000000, "Sequential", 0.248049
1000000, "Parallel", 0.351263
1000000, "Built-in", 0.234029
1000000, "Sequential", 0.263539
1000000, "Parallel", 0.326616
1000000, "Built-in", 0.254470
1000000, "Sequential", 0.245984
1000000, "Parallel", 0.340361
1000000, "Built-in", 0.232236
1000000, "Sequential", 0.250212
1000000, "Parallel", 0.318819
1000000, "Built-in", 0.237542
1000000, "Sequential", 0.248441
1000000, "Parallel", 0.317913
1000000, "Built-in", 0.244203
1000000, "Sequential", 0.251382
1000000, "Parallel", 0.308080
1000000, "Built-in", 0.237532
1000000, "Sequential", 0.239754
1000000, "Parallel", 0.331113
1000000, "Built-in", 0.238180
1000000, "Sequential", 0.245848
1000000, "Parallel", 0.329360
1000000, "Built-in", 0.247794
1000000, "Sequential", 0.253047
1000000, "Parallel", 0.320209
1000000, "Built-in", 0.255990
1000000, "Sequential", 0.253220
1000000, "Parallel", 0.311972
1000000, "Built-in", 0.256901
1000000, "Sequential", 0.245653
1000000, "Parallel", 0.352231
1000000, "Built-in", 0.241611
1000000, "Sequential", 0.263460
1000000, "Parallel", 0.327294
1000000, "Built-in", 0.248256
1000000, "Sequential", 0.247006
1000000, "Parallel", 0.328300
1000000, "Built-in", 0.239528
1000000, "Sequential", 0.241014
1000000, "Parallel", 0.330671
1000000, "Built-in", 0.243778
